Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10
Tracks 1 to 10
270, , , , , , , , , , , , , , , ,920.1429,528.8214, , , , ,784.5645,1021.69354, , , , ,929.2816,399.47702, 
271, , , , , , , , , , , , , , , ,922.3333,525.9286, , , , ,786.7857,1024.3214, , , , ,933.7471,396.1, 
272, , , , , , , , , , , , , , , ,923.17926,530.3868, , , , ,789.8182,1021.2727, , , , ,933.94037,393.30734, 
273, , , , , , , , , , , , , , , ,927.3823,526.6177, , , , ,786.5,1023.9545, , , , ,936.67645,392.25293, 
274, , , , , , , , , , , , , , , ,929.37756,524.80615, , , , ,788.96155,1019.8077, , , , ,939.13635,394.8409, 
275, , , , , , , , , , , , , , , ,920.2143,523.8571, , , , ,791.3333,1027.9166, , , , ,943.23334,390.51904, 
276, , , , , , , , , , , , , , , ,925.23334,522.36664, , , , ,789.36365,1031.4546, , , , ,942.05054,391.67978, 
277, , , , , , , , , , , , , , , ,923.8684,521.5526, , , , ,787.3889,1030.0555, , , , ,938.049,395.37256, 
278, , , , , , , , , , , , , , , , , , , , , ,787.4231,1029.9615, , , , ,940.0804,387.74106, 
279, , , , , , , , , , , , , , , , , , , , , , , , , , , ,942.30554,388.41666, 
280, , , , , , , , , , , , , , , , , , , , , , , , , , , ,944.4068,386.45764, 
281, , , , , , , , , , , , , , , , , , , , , , , , , , , ,947.07733,386.52063, 
282, , , , , , , , , , , , , , , , , , , , , , , , , , , ,951.12103,388.43683, 
283, , , , , , , , , , , , , , , , , , , , , , , , , , , ,948.1322,386.6839, 
284, , , , , , , , , , , , , , , , , , , , , , , , , , , ,953.4245,387.83963, 
285, , , , , , , , , , , , , , , , , , , , , , , , , , , ,958.92706,389.04166, 
286, , , , , , , , , , , , , , , , , , , , , , , , , , , ,962.7292,387.5625, 
287, , , , , , , , , , , , , , , , , , , , , , , , , , , ,961.06335,393.02112, 
288, , , , , , , , , , , , , , , , , , , , , , , , , , , ,957.9023,390.0977, 
289, , , , , , , , , , , , , , , , , , , , , , , , , , , ,958.99316,385.67807, 
290, , , , , , , , , , , , , , , , , , , , , , , , , , , ,958.4375,387.9625, 
291, , , , , , , , , , , , , , , , , , , , , , , , , , , ,958.1479,389.20422, 
292, , , , , , , , , , , , , , , , , , , , , , , , , , , ,955.2901,396.16666, 
293, , , , , , , , , , , , , , , , , , , , , , , , , , , ,951.69116,402.77942, 
294, , , , , , , , , , , , , , , , , , , , , , , , , , , ,952.0484,398.14517, 
295, , , , , , , , , , , , , , , , , , , , , , , , , , , ,953.03845,401.0, 
296, , , , , , , , , , , , , , , , , , , , , , , , , , , ,951.075,401.225, 
297, , , , , , , , , , , , , , , , , , , , , , , , , , , ,954.8585,407.7264, 
298, , , , , , , , , , , , , , , , , , , , , , , , , , , ,958.36957,410.02173, 
299, , , , , , , , , , , , , , , , , , , , , , , , , , , ,958.92224,406.43332, 
300, , , , , , , , , , , , , , , , , , , , , , , , , , , ,957.38336,406.25, 
