Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38,X39,Y39,Flag39,X40,Y40,Flag40,X41,Y41,Flag41,X42,Y42,Flag42,X43,Y43,Flag43,X44,Y44,Flag44,X45,Y45,Flag45,X46,Y46,Flag46,X47,Y47,Flag47,X48,Y48,Flag48,X49,Y49,Flag49,X50,Y50,Flag50,X51,Y51,Flag51,X52,Y52,Flag52,X53,Y53,Flag53,X54,Y54,Flag54,X55,Y55,Flag55,X56,Y56,Flag56,X57,Y57,Flag57,X58,Y58,Flag58,X59,Y59,Flag59,X60,Y60,Flag60
Tracks 1 to 60
69,1171.7858,201.92857, ,1074.0428,303.35715, , , , , , , , , , ,775.20966,561.371, , , , ,657.2143,652.9762, , , , ,840.2917,275.0, ,570.6622,135.7973, ,641.8333,453.67776, ,746.13043,624.45654, ,687.85895,350.16666, ,1085.9722,881.5278, ,820.88464,798.9359, ,618.0682,847.3409, ,337.67856,878.9286, ,1195.1666,288.75925, ,1183.8793,935.39655, ,472.71054,840.1842, ,554.9048,489.85715, ,1215.5299,412.35074, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
70,1171.1842,207.6579, ,1072.6818,301.68182, , , , , , , , , , ,775.93335,563.8, , , , ,657.5,649.6539, , , , ,841.75,274.75, ,570.5,137.98485, ,640.8953,457.03488, ,742.2708,619.7917, ,688.96875,354.1875, ,1088.0366,877.0854, ,817.58,798.82, ,615.3125,845.8542, ,336.5,875.0, ,1193.0,290.08694, ,1179.5834,942.1667, ,473.175,836.525, ,558.3,488.0111, ,1217.7535,417.47183, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
71,1172.5,202.29167, ,1069.7963,300.16666, , , , , , , , , , ,781.69354,562.1129, , , , ,654.2955,653.7045, , , , ,845.74,275.46, ,571.6111,137.27777, ,639.2111,457.3889, ,739.9898,622.11224, ,689.6212,355.4697, ,1089.7174,875.9783, ,820.46155,797.61536, ,619.1445,840.74445, ,336.98276,876.39655, ,1191.2046,296.4091, ,1184.2179,939.0897, ,477.60257,838.85895, ,560.8333,486.08334, ,1223.6077,415.06924, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
72,1179.9,198.26, ,1067.0143,294.5, , , , , , , , , , ,781.6778,559.9, , , , ,654.2561,658.2805, , , , ,851.2778,274.75925, ,572.3148,137.16667, ,633.8043,457.1087, ,738.1818,619.88635, ,690.8143,355.41428, ,1089.5222,873.3222, ,826.85297,795.2647, ,614.9773,839.7273, ,338.79166,875.2083, ,1192.1072,298.89285, ,1186.25,938.75, ,485.075,835.675, ,560.17444,490.1279, ,1225.7576,413.10605, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
73,1175.0555,199.98148, ,1065.1757,293.28378, , , , , , , , , , , , , , , , ,651.6163,661.52325, , , , ,853.06,275.34, ,576.0238,136.30952, ,634.5,460.0, ,739.9048,622.5, ,689.6515,353.77274, ,1086.3292,873.7195, ,829.96155,799.0641, ,611.8333,840.1923, ,337.19232,875.2692, ,1190.7609,299.4565, ,1183.9445,942.1667, ,488.3095,833.4286, ,561.20215,493.88297, ,1227.2324,412.17606, ,1175.7646,427.70587, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
74,1176.9814,199.72223, ,1066.9474,292.60526, , , , , , , , , , , , , , , , ,649.52563,661.6539, , , , ,853.881,276.92856, ,576.6852,139.83333, ,632.0111,457.36667, ,738.4487,618.5, ,691.69446,358.1389, ,1088.6464,878.96344, ,829.9762,803.3571, ,613.0,835.8333, ,343.93332,878.6667, ,1189.5339,301.02542,*,1182.1471,940.17645, ,485.89474,835.9737, ,560.0349,497.22092, ,1225.3594,414.76562, ,1174.4474,435.8684, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
75,1173.591,198.95454, ,1068.409,289.71213, , , , , , , , , , , , , , , , ,653.86365,660.38635, , , , ,851.9545,276.18182, ,582.7069,137.15517, ,632.5,457.0, ,735.587,612.45654, ,688.6429,357.32858, ,1088.5975,872.7195, ,829.88635,803.61365, ,612.47675,830.22095, ,344.24194,877.1129, ,1186.8334,302.9035, ,1174.62,941.3, ,486.5,830.1, ,556.63043,493.67392, ,1229.8636,416.71817, ,1178.1757,436.28378, ,1061.9,216.96666, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76,1174.5625,198.375, ,1070.8549,295.0484, , , , , , , , , , , , , , , , ,656.1739,662.6957, , , , ,847.881,275.7381, ,586.375,141.71875, ,635.6778,454.9, ,735.93475,614.63043, ,689.86365,359.68182, ,1088.2941,871.94116, ,829.3421,807.0789, ,608.82556,827.9186, ,345.2931,879.2586, ,1187.2736,306.38678, ,1171.1923,940.96155, ,482.1154,832.7564, ,547.61365,495.86365, ,1232.1923,415.5, ,1182.4459,434.44595, ,1063.7222,217.16667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77, , , ,1074.1389,296.5, , , , , , , , , , , , , , , , ,654.4318,659.0, , , , ,843.82,277.58, ,582.7059,135.61765, ,640.3222,459.1, ,736.5,611.6277, ,689.9474,361.4737, ,1087.1923,866.7692, ,827.625,810.1, ,610.2234,828.43616, ,349.68518,877.9074, ,1184.9916,305.75424, ,1172.5,941.0, ,478.425,830.55, ,547.6087,494.86957, ,1234.238,416.09525,*,1183.7812,429.875, ,1063.8077,217.26923, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
78, , , ,1077.921,293.55264, , , , , , , , , , , , , , , , ,653.9583,658.25, , , , ,846.82,279.58, ,587.4355,128.62903, ,647.63336,455.21112, ,740.9,608.63336, ,688.44446,358.8611, ,1084.1666,870.7564, ,828.7857,806.7619, ,610.9773,821.7273, ,354.06668,873.6667, ,1189.1123,298.29593, ,1170.8158,938.6579, ,474.42307,831.5, ,544.8043,493.30435, ,1236.0283,414.48114, ,1184.9615,430.8846, ,1063.1,217.03334, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
79, , , ,1081.0,291.5, , , , , , , , , , , , , , , , ,655.14703,657.08826, , , , ,847.9706,280.08823, ,594.6852,123.833336, ,647.19385,458.90817, ,740.925,612.1, ,685.67145,354.7857, ,1087.0,873.0, ,833.119,805.619, ,606.96155,830.14105, ,354.83334,876.3, ,1188.3871,301.3871, ,1171.0667,943.2, ,471.59525,837.5, ,546.6163,491.61627, ,1235.8148,417.12964, ,1187.758,431.17743, ,1063.3889,218.11111, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
80, , , ,1074.8846,288.16666, , , , , , , , , , , , , , , , ,656.03845,654.6923, , , , ,856.0833,276.75, ,592.5,126.5, ,647.25,456.13635, ,742.3,612.5, ,686.6667,354.2619, ,1086.5238,871.7619, ,835.2368,806.2368, ,607.94183,824.52325, ,353.91177,873.17645, ,1183.9237,295.5, ,1170.2273,945.7727, ,478.6081,834.22974, ,544.45654,497.28262, ,1236.1,413.32858, ,1189.4354,429.24194, ,1062.6578,217.60527, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
81, , , ,1068.375,286.225, , , , , , , , , , , , , , , , ,653.75806,654.629, , , , ,857.15216,277.67392, ,591.6667,123.333336, ,650.05554,454.5, ,742.6591,612.2955, ,683.0455,357.5303, ,1085.4762,876.0952, ,835.1905,807.4762, ,609.8571,821.0, ,354.28125,872.4375, ,1180.9565,294.82608, ,1169.0641,943.4231, ,482.4,834.15, ,545.117,493.11703, ,1233.375,418.54166, ,1191.0,426.5, ,1064.3846,218.6923, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
82, , , ,1065.0641,286.42307, , , , , , , , , , , , , , , , ,652.0172,653.15515, , , , ,853.8,279.8, , , , ,646.54443,451.9222, ,743.425,611.225, ,681.9167,353.6111, , , , ,838.7558,809.1047, ,610.68604,820.3372, ,354.85483,873.8226, ,1181.9,293.02728, ,1167.7439,941.5, ,482.47437,830.1923, ,546.46075,491.2255, ,1232.32,425.9, ,1188.7,427.5, ,1064.1,217.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
83, , , ,1061.9048,290.3095, , , , , , , , , , , , , , , , ,652.5,647.74243, , , , ,855.0714,285.16666, , , , ,646.087,450.76086, ,747.7368,615.2368, ,675.8514,354.0946, , , , ,834.1047,812.01166, ,612.0476,819.4524, ,358.92426,877.07574, ,1182.5217,299.47827, ,1169.1316,939.4737, ,481.44595,834.17566, ,545.54877,486.0366, ,1233.2407,430.25925, ,1194.0676,435.44595, ,1062.8889,217.55556, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
84, , , ,1065.1666,291.08975, , , , , , , , , , , , , , , , ,657.3605,642.05817, , , , ,859.63043,286.80435, , , , ,647.0,458.0, ,746.7093,615.593, ,673.25,348.225, , , , ,830.025,808.375, ,618.0208,815.9375, ,352.4355,879.0806, ,1184.6666,302.71667, ,1170.0834,941.1667, ,483.72858,832.9857, ,548.08826,488.48038, ,1235.75,424.83334, ,1190.0834,433.16666, ,1063.7354,217.38235, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
85, , , ,1067.8,290.2, , , , , , , , , , , , , , , , ,654.5909,644.0227, , , , ,858.5,287.5435, , , , ,642.5714,457.42856, ,752.0111,616.9667, ,671.4722,349.08334, , , , ,827.2368,807.1842, ,620.26086,813.5, ,352.875,873.15625, ,1186.629,306.91934, ,1169.9828,937.9483, ,479.7857,835.5857, ,551.7222,487.83334, ,1235.75,423.2,*,1189.4459,431.44595, ,1064.8793,218.8793,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
86, , , ,1067.1487,283.4189, , , , , , , , , , , , , , , , ,662.939,645.0854, , , , ,856.5,282.5, , , , ,639.0789,454.05264, ,750.3605,613.05817, ,669.7973,345.3919, , , , ,831.1111,804.6111, ,624.5,812.8555, ,357.77585,873.9138, ,1185.7941,308.08823, ,1166.2931,938.36206, ,482.14865,832.5, ,552.8674,482.90817, ,1232.881,422.07144,*,1189.0,433.92856, ,1061.8636,216.68182, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87, , , ,1065.6143,282.47144, , , , , , , , , , , , , , , , ,660.3511,645.5851, , , , ,857.625,285.0, , , , ,633.5526,452.76315, ,752.4535,619.17444, ,672.2619,344.35715, , , , ,830.88464,804.5513, ,623.5455,815.0682, ,357.6,877.13336, ,1182.3,310.03333,*,1165.9062,943.09375, ,483.0625,837.375, ,555.13416,486.57318, ,1234.1364,419.7,*,1194.25,438.66666, ,1063.6875,217.4375, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
88, , , ,1072.2894,288.8684, , , , , , , , , , , , , , , , ,662.3125,643.6875, , , , ,855.75,277.75, , , , ,631.2353,452.17648, ,757.0349,615.6628, ,674.8889,347.83334, , , , ,830.0476,801.381, ,622.45557,811.5, ,361.35294,875.9706, ,1180.7554,304.90427,*,1168.3334,945.55554, ,477.28378,843.9595, ,558.7857,481.38095, ,1237.8455,412.68182, ,1201.1945,436.69446, ,1063.5,215.78572, ,684.375,106.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89, , , ,1079.15,289.425, , , , , , , , , , , , , , , , ,662.75,645.11536, , , , , , , , , , ,631.3108,452.52704, ,761.5513,613.2692, ,671.38574,346.7857, , , , ,829.4231,803.0641, ,621.7059,810.7647, ,363.77585,871.2931, ,1178.4242,307.0, ,1166.5,947.0, ,477.91666,848.9167, ,555.5357,480.39285, ,1241.7609,414.8913,*,1203.1111,437.6389, ,1063.5526,218.02632,*,685.75,106.80769, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
90, , , ,1083.3611,294.5, , , , , , , , , , , , , , , , ,671.3511,641.6064, , , , , , , , , , ,631.38,453.34, ,762.0,614.2941, ,677.67645,348.52942, , , , ,828.10974,807.1585, ,626.4286,810.0714, ,360.25,871.4643, ,1175.7322,307.2143, ,1171.2778,943.44446, ,477.7,848.0143, ,562.2,480.25, ,1242.3096,410.0238,*,1201.3611,440.8611, ,1063.8,219.55, ,685.25,109.479164, ,370.57144,906.8214, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
91, , , ,1084.1111,295.3611, , , , , , , , , , , , , , , , ,674.84045,639.90424, , , , , , , , , , ,635.569,452.77585, ,765.0714,614.5571, ,673.9545,350.5606, , , , ,831.9194,812.371, ,625.1667,806.4524, ,354.69232,874.7692, ,1176.0167,305.85, ,1180.6282,941.62823, ,480.33783,840.3919, ,558.9194,479.5645, ,1246.5,407.60638,*,1204.0714,438.24286, ,1064.2142,215.5, ,683.66327,110.07143, ,371.9737,903.0789, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
92, , , ,1086.0714,295.1857, , , , , , , , , , , , , , , , ,672.2708,639.625, , , , , , , , , , ,640.36365,455.45456, ,763.0946,618.4459, ,668.17645,348.2647, , , , ,830.0,821.9, ,627.6818,808.6818, ,358.02,878.82, ,1177.1538,306.65384, ,1186.25,941.6667, ,476.7973,838.17566, ,557.6081,480.55405, ,1249.174,410.69565, ,1206.6212,442.5, ,1062.3334,218.5, ,689.21185,116.65254, ,373.325,910.075, ,1175.6923,477.19232, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
93, , , ,1091.7703,294.5, , , , , , , , , , , , , , , , ,669.81915,640.92554, , , , , , , , , , ,640.13336,448.66666, ,763.52563,618.7564, ,667.58,351.66, , , , ,829.3571,818.9286, ,623.0172,806.4655, ,358.9,879.0, ,1180.5698,300.77908, ,1184.8243,936.2838, ,475.3,842.7, ,555.3333,481.26666, ,1253.8,407.02, ,1204.4615,439.07693, ,1062.5,217.39473, ,683.09186,112.31633, ,373.7619,908.3333, ,1172.6515,479.37878, ,963.375,333.8125, ,1201.8693,809.2846, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
94, , , ,1090.6765,295.35294, , , , , , , , , , , , , , , , ,665.94684,639.90424, , , , , , , , , , ,637.05554,448.97223, ,764.9,625.175, ,668.2273,356.13635, , , , ,832.7857,821.1857, ,625.35297,809.2353, ,363.33334,877.4, ,1182.2037,301.5, ,1182.0151,942.7727, ,475.77777,846.80554, ,557.36664,474.9, ,1255.7881,407.61865, ,1203.0,443.66666, ,1062.2142,217.92857, ,687.125,110.708336, ,373.04544,912.13635, ,1170.9412,486.85294, ,968.0,330.5, ,1205.0714,804.6786, ,738.2,511.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
95, , , ,1093.1111,298.3611, , , , , , , , , , , , , , , , ,668.2727,643.2273, , , , , , , , , , ,633.7308,444.39743, ,768.68604,619.47675, ,667.3889,356.27777, , , , ,838.3889,820.5, ,627.03125,803.28125, ,367.2037,871.53705, ,1186.8704,304.12964, ,1176.0172,947.0172, ,476.83334,845.7121, ,555.91174,475.7353,*,1254.069,408.5345, ,1206.5,440.31818, ,1064.0,217.25, ,686.0926,112.18519,*,370.54254,912.92554, ,1169.8422,486.44736, ,964.6818,329.31818, ,1206.138,805.5172, ,735.75,517.94446, ,1330.0385,888.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
96, , , ,1099.5,296.90625, , , , , , , , , , , , , , , , ,666.6087,643.86957, , , , , , , , , , ,636.3205,443.26923, ,768.47296,618.41895, ,666.0,353.0, , , , ,838.625,823.1875, , , , ,371.45,867.6, ,1183.6212,301.28787, ,1175.6724,943.39655, ,479.1857,848.1, ,561.62726,471.35455, ,1253.2872,410.09573, ,1211.2667,445.4, ,1064.25,217.125, ,688.9915,114.05932, ,368.8871,911.7258, ,1169.6904,493.57144, ,967.91174,330.2647, ,1202.9193,801.9516, ,736.44446,517.30554, ,1324.1111,889.7222, ,300.5,465.7857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
97, , , ,1101.6666,291.23334, , , , , , , , , , , , , , , , ,667.6458,645.3542, , , , , , , , , , ,638.407,443.10464, ,764.9762,616.3571, ,669.7258,353.91934, , , , ,837.9103,825.96155, , , , ,373.43332,862.7, , , , ,1174.5968,945.9839, ,476.97223,847.25, ,559.4643,470.9643, ,1252.8438,407.65625, ,1205.537,440.72223, ,1062.5,217.5, ,689.569,112.465515, ,367.57693,907.2692, ,1174.0143,495.84286, ,969.11536,332.8846, ,1199.7084,798.2083,*,735.9146,517.0122, ,1322.0454,892.2727, ,298.5,465.7857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
98, , , ,1100.6212,293.19696, , , , , , , , , , , , , , , , ,665.1667,641.5208, , , , , , , , , , ,636.47675,441.7093, ,762.6667,618.7857, ,671.76086,356.71738, , , , ,839.05554,830.1111, , , , ,369.63635,859.63635, , , , ,1170.9138,941.9138, ,472.60526,845.9474, ,551.875,469.15625, ,1255.125,410.75, ,1203.738,441.11905, ,1063.9,219.42, ,694.0763,115.92373, ,368.4375,904.2292, ,1177.8658,496.08536, ,967.2368,336.23685, ,1201.9509,802.6961,*,737.3261,523.36957, ,1324.8572,891.5714, ,301.1154,470.34616, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
99, , , ,1098.86,293.82, , , , , , , , , , , , , , , , ,668.402,639.67645, , , , , , , , , , ,636.2111,445.63333, ,762.2632,618.2895, ,673.0862,352.84482, , , , ,832.25,834.05, , , , ,368.7381,862.0238, , , , ,1166.7142,939.2857, ,469.7927,842.5, ,552.3333,466.72223, ,1252.651,413.51886,*,1196.8,441.8, ,1062.0,217.33333, ,695.5714,116.92857, ,369.27585,902.84485, ,1177.375,491.15, ,971.88464,333.1154, ,1205.4434,805.48114, ,733.4,524.6, ,1321.3334,887.3333, ,305.0,464.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100, , , ,1100.6025,292.21796, , , , , , , , , , , , , , , , ,662.13043,634.45654, , , , , , , , , , , , , ,765.2838,621.36487, ,676.0,350.4091, , , , ,831.8261,837.84784, , , , , , , , , , ,1166.431,940.2241, ,471.6389,835.94446, ,555.1667,466.08334, ,1255.5927,420.6111, ,1196.4231,438.07693, ,1062.5,217.55263, ,698.822,115.55085, ,369.84784,902.93475, ,1178.1842,488.8158, ,969.3182,334.31818, ,1202.7295,806.0574, ,739.4792,524.875, ,1324.2,890.7, ,302.5,466.6875, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
101, , , ,1101.2576,288.5909, , , , , , , , , , , , , , , , ,659.3936,637.5213, , , , , , , , , , , , , ,763.7143,620.9762, ,676.5,350.5, , , , ,831.0,839.1, , , , , , , , , , ,1162.9445,935.5741, ,469.36487,837.7973, ,557.44446,465.3889, ,1257.0094,421.63208, ,1196.1111,439.6389, ,1062.7858,217.5, ,703.4636,113.60909, ,372.28946,905.2105, ,1180.0641,492.42307, ,969.3077,331.92307, ,1207.2937,804.0714, ,737.43616,522.20215, ,1327.7157,891.12744, ,296.1,464.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
102, , , ,1103.6111,288.3889, , , , , , , , , , , , , , , , ,657.23914,640.54346, , , , , , , , , , , , , ,764.883,617.3298, ,670.67645,352.2647, , , , ,834.2143,832.0238, , , , , , , , , , ,1166.3649,936.1486, ,465.08334,838.1389, ,557.96875,464.90625, ,1254.1383,420.2447, ,1191.8422,440.55264, ,1062.8478,217.5, ,702.625,114.03571, ,375.65,907.1,*,1178.0641,488.42307, ,976.5278,328.44446, ,1206.5476,800.10315, ,732.217,524.7075, ,1328.161,891.61865, ,300.2,461.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
103, , , , , , , , , , , , , , , , , , , , , ,658.5769,638.37177, , , , , , , , , , , , , ,763.2907,617.77905, ,669.7143,349.2857, , , , ,830.0682,834.1818, , , , , , , , , , ,1169.9445,928.4167, ,466.5,839.3378, ,560.47437,460.6282, ,1254.1515,419.72726, ,1190.3948,438.60526, ,1063.8704,218.05556, ,703.8396,111.70755, ,377.7195,909.5,*,1178.4756,495.0366, ,979.93243,334.33783, ,1206.3616,800.1462, ,734.6875,521.2292, ,1327.8889,896.53705, ,303.7,459.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104, , , , , , , , , , , , , , , , , , , , , ,653.75,640.5909, , , , , , , , , , , , , ,763.1585,620.20734, ,671.0,351.0, , , , ,830.25,831.38635, , , , , , , , , , ,1171.0278,926.5, ,473.02777,838.1111, ,563.75,460.96875, ,1250.8043,422.94928, ,1187.1945,441.6389, ,1064.371,218.5, ,705.45123,109.256096, ,375.14706,907.32355, ,1179.6892,495.77026, ,983.0,325.5, ,1204.4387,804.949, ,732.2917,518.8125, ,1323.45,897.725, ,306.07895,455.1842, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
105, , , , , , , , , , , , , , , , , , , , , ,651.3571,642.6905, , , , , , , , , , , , , ,756.2273,618.0, ,669.6923,348.5, , , , ,824.6087,833.86957, , , , , , , , , , ,1175.4678,927.0806, ,471.2805,838.35364, ,566.29486,464.32053, ,1255.2858,420.25, ,1185.6025,442.85898, ,1062.5,216.91667, ,704.9146,110.01219, ,374.325,908.0, ,1180.6666,496.0, ,988.1111,324.6389, ,1205.3108,800.2568, ,728.13043,519.4783, ,1326.7858,896.8333, ,309.2143,454.92856, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
106, , , , , , , , , , , , , , , , , , , , , ,649.5,636.1279, , , , , , , , , , , , , ,754.2381,624.3571, ,676.6667,345.66666, , , , ,826.6064,824.6277, , , , , , , , , , ,1171.8939,926.13635, ,469.9737,839.2895, ,567.8939,464.80304, ,1254.409,420.72726, ,1188.2567,442.71622, ,1061.5,217.88461, ,706.5,112.11539, ,370.5909,902.5227, ,1178.5,500.76315, ,986.2059,321.67648, ,1205.0,798.5, ,728.55,521.9, ,1320.1222,894.76666, ,308.94446,452.94446, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
