Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38,X39,Y39,Flag39,X40,Y40,Flag40,X41,Y41,Flag41,X42,Y42,Flag42,X43,Y43,Flag43,X44,Y44,Flag44,X45,Y45,Flag45,X46,Y46,Flag46,X47,Y47,Flag47,X48,Y48,Flag48,X49,Y49,Flag49,X50,Y50,Flag50,X51,Y51,Flag51,X52,Y52,Flag52,X53,Y53,Flag53,X54,Y54,Flag54,X55,Y55,Flag55,X56,Y56,Flag56,X57,Y57,Flag57,X58,Y58,Flag58,X59,Y59,Flag59,X60,Y60,Flag60
Tracks 1 to 60
30,1164.8103,193.18965, ,1082.0,300.86365, ,1224.066,406.12265, ,1361.9,533.3, ,778.5,479.75, ,792.7174,559.6957, ,474.30646,674.5968, ,622.1,642.6, ,757.9146,780.9146, ,824.6389,262.05554, ,542.0909,137.90909, ,623.5244,485.23172, ,737.2447,660.71277, ,699.8111,354.3889, ,1077.9865,915.58105, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31,1166.6852,191.31482, ,1078.6177,301.20587, ,1222.5217,406.76086, ,1359.5,536.5, ,776.2647,479.7745, ,787.43616,559.05316, ,473.12857,680.0714, ,625.5714,643.1429, ,753.275,781.225, ,828.0,261.75, ,541.2917,133.54167, ,626.3293,481.7195, ,739.8778,662.07776, ,703.0952,355.14285, ,1080.8846,913.3461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
32,1166.54,185.26, ,1077.2916,296.625, ,1221.1377,405.06522, ,1363.6111,535.1111, ,773.12744,478.59805, ,790.6087,559.86957, ,479.12857,674.0714, ,623.5526,648.2632, ,751.4211,778.4474, ,826.8125,266.15625, ,541.3889,136.05556, ,626.82556,475.33722, ,745.25,659.13635, ,698.63336,351.43332, ,1081.4474,908.9474, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33,1162.5769,182.3077, ,1079.1086,296.93478, ,1219.3636,403.5, ,1363.2059,537.2059, ,771.883,481.11703, ,791.6395,553.94183, ,482.7,678.3, ,621.0,647.0, ,750.5732,779.37805, ,827.12067,266.01724, ,550.22,137.58, ,624.6778,473.9, ,744.43616,657.05316, ,695.587,348.1087, ,1079.5238,905.1667, ,840.8571,781.8333, ,634.38635,843.0455, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34,1161.2142,182.46428, ,1081.0555,298.33334, ,1221.6666,407.375,*,1363.7778,532.1667, ,772.5417,477.41666, ,790.9483,555.9138, ,483.45,676.675, ,620.4032,648.20966, ,750.6539,778.1667, ,825.53845,264.1154, ,549.23914,139.15218, ,627.54443,472.9222, ,742.3298,657.0106, ,694.7439,346.5, ,1075.5,903.2561, ,842.6277,782.54254, ,633.4375,841.2917, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
35,1161.6875,178.71875, ,1075.091,298.04544, ,1218.875,409.94644, ,1363.3948,526.8158, ,777.6,474.12, ,788.0,559.5, ,484.6282,674.37177, ,622.25,646.1875, ,749.7619,776.619, ,824.6786,261.39285, ,547.8913,134.71739, ,629.3913,471.13043, ,742.4545,656.13635, ,691.5476,352.66666, ,1074.0897,903.78204, ,841.45557,782.94446, ,637.6556,841.3222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
36,1162.0555,179.98148, ,1069.3636,302.13635, ,1213.5145,406.77536, ,1361.0,527.5, ,782.413,473.52173, ,787.3293,561.6951, ,483.91025,671.52563, ,621.7069,645.18964, ,743.4535,777.5, ,824.06,263.94, ,543.94,135.98, ,629.0122,475.59756, ,740.30853,656.1383, ,687.41174,354.0, ,1071.3536,900.35364, ,845.04346,784.413, ,638.56665,844.1889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
37,1163.6875,178.75,*,1070.3,300.1, ,1213.3108,411.1757, ,1360.1842,525.7105, ,783.6429,468.05103, ,786.9,560.9889, ,480.93588,667.5769, ,625.0517,644.9138, ,744.8077,773.14105, ,822.4286,267.32144, ,541.5,138.46428, ,629.56665,471.47778, ,743.2234,654.0319, ,685.0294,350.11765, ,1079.421,901.9474, ,844.8182,784.9773, ,638.7766,844.0319, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
38,1169.2333,178.43333,*,1071.1786,303.82144, ,1214.4412,414.79413, ,1364.2646,529.9706, ,781.65216,468.3913, ,784.47144,561.1, ,479.8784,662.47296, ,624.275,651.575, ,743.4231,773.62823, ,824.7759,269.18967, ,543.7727,138.86363, ,634.1818,473.5909, ,744.15955,653.18085, ,687.1667,351.08334, ,1081.4487,904.21796, ,842.73254,784.3372, ,642.92224,847.0111, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
39,1166.4454,176.39091,*,1072.0,309.72223, ,1218.58,410.35333, ,1366.2894,529.4474, ,778.7341,466.07446, ,776.20966,557.371, ,478.89474,659.1579, ,624.0,649.3095, ,744.06757,772.12164, ,827.9815,268.5, ,551.01514,141.71213, ,635.8555,477.16666, ,742.4048,649.7619, ,689.2714,347.27142, ,1074.6666,900.2619, ,840.8778,790.43335, ,643.6702,845.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
40,1171.2593,172.92592, ,1071.2931,311.2586, ,1215.58,410.56668, ,1366.4412,530.08826, ,779.6,467.12, ,772.5645,553.371, ,483.42593,658.0926, ,622.5541,651.3919, ,746.925,771.85, ,832.2857,269.85715, ,551.6429,146.01428, ,638.1047,469.24417, ,743.52325,647.47675, ,687.6515,346.92426, ,1077.5233,899.0814, ,832.9167,788.625, ,648.1829,846.8415, ,303.7381,903.4524, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
41,1168.825,167.35, ,1070.0358,312.2143, ,1215.0469,414.85938, ,1362.2059,530.2059, ,783.92,462.86, ,769.56525,557.73914, ,491.35715,656.3571, ,621.125,653.225, ,753.2895,773.1053, ,834.4756,267.0366, ,553.7973,145.36487, ,636.15,471.475, ,741.0476,649.5714, ,689.9375,343.75, ,1074.183,903.6951, ,835.5,789.6957, ,643.3222,850.1, ,303.76315,901.0789, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42,1171.8492,170.51587, ,1066.8914,306.93478, ,1212.2838,413.5811, ,1354.7632,528.0789, ,781.54254,462.92554, ,770.45917,559.54083, ,491.02942,657.35297, ,625.1579,653.6579, ,752.1923,778.8077, ,839.7564,266.57693, ,552.4167,151.47223, ,641.0854,472.42682, ,738.37177,644.39746, ,691.44446,349.30554, ,1073.15,899.425, ,830.9773,796.8182, ,641.6042,851.875, ,298.83334,903.4048, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43,1170.3,172.93333, ,1068.55,307.9, ,1210.9722,410.5, ,1354.2778,532.55554, ,783.2959,464.86734, ,767.6667,567.1458, ,492.84286,651.9286, ,626.0,653.5, ,757.0263,774.8684, ,841.7895,265.6316, ,556.8514,148.71622, ,641.3571,467.8095, ,735.64636,645.03656, ,696.3571,353.44287, ,1074.3096,899.5714, ,834.6111,795.8778, ,645.4375,848.625, ,306.76315,904.2368, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
44,1174.65,171.15, ,1066.9286,306.59525, ,1213.9,410.45557, ,1357.1471,531.9706, ,787.36273,456.57843, ,767.9792,563.9167, ,493.21054,651.9737, ,626.3947,654.3684, ,756.5,773.9186, ,842.4487,270.26923, ,557.94446,149.16667, ,637.06525,470.82608, ,736.56976,645.4535, ,689.86365,351.68182, ,1080.5,897.825, ,834.9872,794.1667, ,648.45917,850.54083, ,311.36957,909.5, ,1223.6177,298.79413, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45,1176.1666,176.5,*,1065.2333,304.16666, ,1215.6555,406.0111, ,1357.7222,531.7222, ,787.7083,453.0, ,768.5,564.25, ,494.41666,656.5, ,626.47296,660.41895, ,757.875,775.025, ,845.94446,263.47223, ,559.5909,151.80302, ,640.9545,472.11365, ,735.5455,640.9318, ,691.17645,352.0, ,1075.25,895.55554, ,833.3837,792.2907, ,648.5208,842.3333, ,314.02173,909.23914, ,1224.1316,299.23685, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
46,1170.8103,183.18965,*,1060.4395,303.83334, ,1215.0883,403.63727, ,1360.3334,529.1667, ,781.7708,449.6875, ,763.0472,559.6132, ,497.89474,655.1579, ,630.05817,662.3605, ,758.0128,773.78204, ,848.5571,267.55713, ,562.7963,156.61111, ,644.3444,471.56668, ,740.8571,642.4762, ,693.3378,351.14865, ,1076.4756,894.37805, ,828.8611,796.1111, ,644.5816,846.37756, ,315.72726,909.5455, ,1218.0853,296.86584, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47,1175.0,186.5, ,1057.3,298.86667, ,1217.1389,398.55554, ,1364.2222,524.8889, ,779.5625,448.70834, ,758.2843,562.9706, ,497.93588,657.2436, ,628.3837,662.17444, ,753.5833,778.44446, ,849.431,272.63794, ,564.5714,151.60715, ,645.36664,471.52222, ,744.3,642.35, ,697.4167,354.1389, ,1078.859,894.14105, ,831.625,800.25, ,638.7174,844.913, ,319.82,913.26, ,1216.4744,296.83334, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48,1176.7307,185.3077, ,1064.2931,303.2586, ,1219.8334,403.04385, ,1363.5,523.76666, ,779.5,446.0, ,763.52,560.58, ,497.8611,661.0278, ,624.25,662.95, ,751.9,780.47144, ,853.4355,268.3387, ,567.2037,146.35185, ,646.45654,471.28262, ,742.575,638.0, ,696.84283,357.52856, ,1083.119,892.6905, ,830.7857,799.1429, ,643.6905,836.6429, ,325.9091,906.3182, ,1216.3182,296.25757, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49,1174.4286,187.0, ,1063.25,301.17856, ,1218.7778,400.83334, ,1360.8889,527.1667, ,775.4,445.6, ,764.63336,562.6111, ,496.1389,660.3611, ,624.73914,661.6957, ,754.25,782.03125, ,860.5769,270.73077, ,567.6,145.15, ,644.23334,463.32224, ,744.7368,642.9737, ,691.6613,354.85483, ,1084.7046,896.25, ,826.7308,799.0, ,641.5851,835.6277, ,325.41306,907.3261, ,1212.5869,296.69565, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50,1175.8103,192.18965, ,1062.2931,298.77585, ,1219.7142,400.0357, ,1369.0834,522.5833, ,774.43616,443.0532, ,769.6,566.12, ,493.24075,657.05554, ,624.1905,658.4762, ,757.6667,781.80554, ,860.2895,270.1316, ,565.3148,143.31482, ,644.6087,463.86957, ,742.1,641.15, ,693.0278,353.8889, ,1085.45,894.35, ,823.6613,799.371, ,644.2447,832.71277, ,321.5435,903.587, ,1208.9054,292.36487, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51,1177.0,194.83333, ,1062.06,303.66, ,1220.9524,403.61905, ,1375.1923,522.5, ,772.84045,444.64893, ,771.6702,564.92554, ,496.77274,659.4697, ,625.8077,657.1923, , , , ,857.7941,271.11765, ,565.2407,145.61111, ,642.3222,462.3889, ,746.825,642.75, ,693.59753,352.59756, ,1090.4773,890.88635, ,825.5,793.0862, ,644.07776,836.9889, ,323.02173,904.15216, ,1209.2727,291.1591, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
52,1173.6904,197.21428, ,1060.1,302.6, ,1218.925,408.425, ,1378.0555,524.1667, ,770.54083,443.07144, ,767.4583,569.3958, ,495.0,659.5, ,627.0128,659.1667, , , , ,855.7059,272.11765, ,566.26,143.62, ,647.5465,465.19766, ,741.1,650.15, ,693.6177,349.94116, ,1088.939,888.7683, ,827.569,790.7069, ,643.587,837.36957, ,325.27274,904.9091, ,1207.1182,287.97272, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
53,1178.05,196.65, ,1062.5312,305.46875, ,1220.5182,408.53638, ,1377.75,520.25, ,778.883,441.45746, ,767.54254,564.92554, , , , ,630.075,657.05, , , , ,855.1111,271.6389, ,563.53845,141.88461, ,648.8889,464.3611, ,735.6316,650.9474, ,696.2353,346.7647, ,1090.9474,885.3421, ,823.7,791.0, ,642.13635,839.61365, ,327.2143,909.8333, ,1204.7452,286.78302, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
54,1181.1111,195.77777, ,1059.0161,309.17743, ,1217.8,405.35, , , , ,780.8111,443.3, ,773.0,568.0625, , , , ,629.1818,658.61365, , , , ,854.05,271.3, ,561.6539,142.07692, ,648.1579,470.6579, ,742.7895,648.5526, ,694.9857,342.1857, ,1092.0641,889.4231, ,824.6842,791.3947, ,641.73914,840.95654, ,323.6905,915.8333, ,1201.825,287.925, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
55,1176.9286,194.21428, ,1057.8103,308.67242, ,1220.1515,403.74243, , , , ,780.2727,443.31818, ,772.34784,564.06525, , , , ,632.63336,660.76666, , , , ,851.75806,274.7903, ,560.69354,142.01613, ,644.25,471.13635, ,740.7632,646.2105, ,689.40625,350.28125, ,1090.9359,888.96155, ,826.86584,791.9146, ,635.54443,845.76666, ,328.91666,911.2083, ,1198.8,286.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
56,1178.58,197.5, ,1059.2916,304.625, ,1219.3226,402.67743, , , , ,780.6875,445.22916, ,771.96,562.04, , , , ,630.0,658.56525, , , , ,851.1667,267.10605, ,563.6081,138.47298, ,645.3444,466.27777, ,733.96344,639.89026, ,686.98486,346.5606, ,1094.9762,892.0238, ,822.8333,796.62823, ,634.6163,846.3372, ,324.45456,913.4545, ,1198.3823,286.35294, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
57,1178.4584,194.95833, ,1061.9706,305.79413, ,1221.0555,400.37302, , , , ,776.0208,446.72916, ,768.5816,561.62244, , , , ,629.6395,659.1512, , , , ,848.5,269.25674, ,563.36487,136.95946, ,639.1316,460.9737, ,734.0897,639.4487, ,680.86365,350.68182, ,1093.7703,891.3108, ,820.0,799.0, ,631.20215,845.18085, ,330.2857,918.3214, ,1201.9746,286.07626, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
58,1178.5968,187.5, ,1063.7,305.75, ,1222.5536,404.7143, , , , ,774.43616,447.96808, ,766.4184,559.7653, , , , ,633.425,660.0, , , , ,852.1,268.325, ,556.6724,142.01724, ,646.4643,460.39285, ,737.80554,641.3611, ,679.8823,352.61765, ,1098.1786,883.9643, ,819.5,804.8611, ,623.7766,851.0319, ,337.08066,916.0484, ,1199.1938,284.9694, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
59,1176.8,189.06667, ,1064.8928,304.67856, ,1224.0933,408.2966, , , , ,774.2381,450.35715, ,768.06604,560.0849, , , , ,630.8171,659.2317, , , , ,846.2895,264.1316, ,555.5741,135.64815, ,647.8333,463.5, ,739.6707,638.03656, ,678.5,353.5, ,1099.5,882.9815, ,819.2917,810.125, ,624.07776,852.54443, ,336.31482,911.6111, ,1203.4048,283.92856, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60,1173.6482,189.90741, ,1067.1333,303.16666, ,1222.0254,405.6695, , , , ,772.1053,455.8421, ,766.8043,562.1087, , , , ,631.375,655.7, , , , ,841.15717,269.55713, ,553.0,137.23077, ,649.8333,460.16666, ,744.9762,636.3571, ,681.5303,350.4091, ,1100.3966,880.9483, ,820.35297,810.4706, ,626.75,849.7273, ,333.67856,904.8571, ,1209.7188,281.09375, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
61,1178.3572,181.83928, ,1069.3125,306.03125, ,1216.6449,407.1232, , , , ,774.8333,458.22223, ,764.4796,556.2143, , , , ,638.4756,657.061, , , , ,836.6429,271.92856, ,556.3276,134.77586, ,653.3333,458.58334, ,747.25555,634.8555, ,682.1,348.86667, ,1099.0555,882.69446, ,825.2647,803.6177, ,622.5,851.75, ,329.625,903.125, ,1204.18,283.52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
62,1180.4678,185.5, ,1069.5,300.825, ,1211.6471,407.2647, , , , ,775.58,456.06, ,767.02,559.92, , , , ,635.6,652.975, , , , ,843.18,272.82, ,560.7941,133.76471, ,651.20966,456.37097, ,745.61365,635.75, ,680.5,347.84375, ,1096.4459,883.93243, ,828.4524,805.7857, ,625.2273,852.5909, ,325.125,897.875, ,1204.25,290.17307, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63,1180.3438,189.375, ,1068.1757,303.71622, ,1207.7812,409.70312, , , , ,774.1818,455.86365, ,769.45557,559.7222, , , , ,638.3837,652.17444, , , , ,843.3,273.46, ,565.55884,129.82353, ,643.7045,458.97726, ,745.1512,642.05817, ,678.19696,348.71213, ,1095.0758,888.4394, ,828.8947,806.1316, ,623.70514,851.9872, ,319.6875,896.4375, ,1205.483,292.6356, ,1182.409,933.86365, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
64,1185.54,191.74, ,1065.6708,300.86584, ,1211.9286,413.07144, , , , , , , ,767.375,559.0, , , , ,634.2561,654.2805, , , , ,840.8461,273.5, ,565.04285,130.58571, ,640.19446,461.69446, ,748.96344,638.2805, ,674.4737,346.1316, ,1089.3387,884.4355, ,826.925,803.85, ,623.5513,847.9103, ,321.85294,893.44116, ,1204.7982,287.20175, ,1182.4615,936.61536, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
65,1178.9722,193.36111, ,1069.0641,300.42307, ,1209.7241,415.55173, , , , , , , ,767.2347,558.7449, , , , ,637.9,656.725, , , , ,839.5769,274.6154, ,564.5,133.5, ,642.45,458.075, ,749.939,632.4268, ,679.28125,348.40625, ,1088.8954,887.0349, ,824.7778,799.25, ,621.6316,847.9474, ,328.76315,891.8158, ,1204.0103,288.2143, ,1180.25,935.4286, ,463.7857,841.9286, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
66,1186.1857,192.58571, ,1068.7927,303.18292, ,1209.4286,413.5, , , , , , , ,766.82654,561.7245, , , , ,642.3,653.43335, , , , ,842.0714,272.57144, ,564.0,134.0, ,647.36957,453.02173, ,745.1667,627.3571, ,684.94446,346.47223, ,1089.6555,887.0333, ,819.6786,796.5714, ,617.7558,849.22095, ,329.6579,891.8158, ,1203.5878,290.7456, ,1186.0,937.0, ,463.98648,838.0135, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
67,1177.0333,192.5, ,1075.2435,300.83334, ,1207.8226,413.17743, , , , , , , ,769.6489,561.94684, , , , ,649.73254,647.9186, , , , ,843.53845,272.19232, ,565.1857,135.95714, ,641.11365,455.97726, ,746.41113,627.8778, ,687.1286,346.5, ,1091.8572,885.7857, ,817.5,794.75, ,617.3298,845.20215, ,328.54544,890.0455, ,1201.6904,292.2381, ,1181.6818,937.5909, ,466.86365,836.80304, ,550.5,477.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
68,1175.6034,197.2931, ,1073.25,304.33334, , , , , , , , , , ,770.5,562.7727, , , , ,657.5227,653.0682, , , , ,845.0789,278.44736, ,570.2222,136.72223, ,641.375,459.77084, ,748.1087,627.8043, ,691.0294,346.11765, ,1091.5625,886.40625, ,813.7143,800.4643, ,614.40247,851.5, ,331.75925,882.0926, ,1198.8,295.2, ,1184.8611,934.4167, ,467.31082,839.63513, ,554.939,483.9634, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
