Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38,X39,Y39,Flag39,X40,Y40,Flag40,X41,Y41,Flag41,X42,Y42,Flag42,X43,Y43,Flag43,X44,Y44,Flag44,X45,Y45,Flag45,X46,Y46,Flag46,X47,Y47,Flag47,X48,Y48,Flag48,X49,Y49,Flag49,X50,Y50,Flag50,X51,Y51,Flag51,X52,Y52,Flag52,X53,Y53,Flag53,X54,Y54,Flag54,X55,Y55,Flag55,X56,Y56,Flag56,X57,Y57,Flag57,X58,Y58,Flag58,X59,Y59,Flag59,X60,Y60,Flag60,X61,Y61,Flag61,X62,Y62,Flag62,X63,Y63,Flag63,X64,Y64,Flag64
Tracks 1 to 64
80, , , , , , , , , , , , , , , , , , ,917.5833,652.6667, , , , ,755.0,580.7857, ,1199.0,618.5, ,988.7353,157.55882, ,925.6177,314.08823, , , , ,964.4677,541.79034, ,753.0,353.5, ,907.7105,287.5, ,1156.25,114.25, ,900.5,79.833336, ,734.40247,330.0122, ,837.5,16.5, ,669.43335,299.43332, ,1331.5278,234.77777, ,1187.5,309.23334, ,687.91174,368.38235, ,639.36664,509.03333, ,1240.0,344.5, ,1216.6305,275.80435, ,681.75,36.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
81, , , , , , , , , , , , , , , , , , ,920.2143,657.0, , , , ,752.88464,580.88464, ,1198.1471,619.44116, ,991.91174,158.38235, ,921.6667,312.77777, , , , ,966.4355,537.5, ,754.2647,357.32352, ,903.2222,283.6111, ,1161.7778,111.611115, ,898.5,83.833336, ,735.3333,331.40475, ,836.1111,19.555555, ,670.0806,297.91934, ,1329.2435,238.6282, ,1186.1875,303.3125, ,692.0,368.5, ,638.63336,505.96667, ,1231.8125,343.625, ,1217.5476,278.07144, ,676.7105,28.131578, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
82, , , , , , , , , , , , , , , , , , ,921.5,658.5, , , , ,753.0,581.5, ,1202.94,618.38, ,987.9211,161.60527, ,927.45,316.4, , , , ,970.86664,543.0, ,757.0,356.2143, ,900.7105,285.5, ,1167.4,111.45, ,897.6579,88.289474, ,732.52704,333.0946, ,841.0,17.227272, ,663.7759,300.67242, ,1328.3823,239.73529, ,1186.0,301.27777, ,695.7105,372.55264,*,630.9667,502.63333, ,1239.2142,343.0, ,1217.3518,275.87036, ,674.25,21.65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
83, , , , , , , , , , , , , , , , , , ,917.5,661.5, , , , ,751.5,573.5, ,1202.1957,612.7174, ,990.0789,158.39473, ,925.5,321.0, , , , ,971.7222,543.7778, ,757.5,355.36667, ,900.91174,287.38235, ,1170.2222,111.333336, ,903.7353,83.79412, ,730.55,328.425, ,839.5,16.5, ,658.2037,304.16666, ,1326.2333,239.03334, ,1185.4,301.45, ,694.7778,366.3889, ,628.4286,499.35715, ,1240.0,339.2143, ,1218.0,275.9375, ,670.6818,16.227272, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
84, , , , , , , , , , , , , , , , , , ,918.0,665.5, , , , ,750.0,567.7857, ,1203.65,616.55, ,992.3,158.65, ,931.3125,321.1875, , , , ,967.1316,543.5526, ,756.0,356.7857, ,902.32355,282.55884, ,1168.8,111.35, ,899.0,82.5, ,728.7683,330.42682, ,839.7105,14.131579, ,659.5,306.1129, ,1325.7667,236.13333, ,1183.1471,299.97058, ,693.625,368.125, ,635.0,500.7857, ,1236.0,335.7857, ,1218.9333,270.66666, ,678.0,18.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
85, , , , , , , , , , , , , , , , , , ,918.5,661.0, , , , ,753.0,567.2143, , , , ,987.9,161.75, ,933.45,318.4, , , , ,964.69446,546.2778, ,750.7143,360.14285, ,899.0,284.5, ,1168.75,111.25, ,899.9286,86.59524, ,730.7368,328.3158, ,838.6429,15.309524, ,663.39655,307.32758, ,1323.9286,229.85715, ,1183.0,302.27777, ,689.375,368.4375, ,631.5,497.76666, ,1232.5,335.0, ,1215.0405,271.31082, ,687.0,19.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
86, , , , , , , , , , , , , , , , , , ,921.0,659.7857, , , , ,748.88464,570.11536, , , , ,987.15,158.8, ,931.9,318.1, , , , ,963.80554,547.94446, ,749.3461,362.96155, ,901.9286,285.88095, ,1165.6578,107.6579, ,894.32355,89.55882, ,729.325,325.35, ,836.2273,15.454545, ,665.94116,308.05884, ,1323.8572,234.07143, ,1186.3422,297.3421, ,682.7857,371.5, ,632.11536,495.1154, ,1233.0,334.0, ,1218.6428,268.6905, ,687.7632,18.868422, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87, , , , , , , , , , , , , , , , , , ,920.0,654.5, , , , ,747.88464,569.88464, , , , ,990.6,162.3, ,929.5,319.0, , , , ,963.3333,550.94446, ,753.2857,367.07144, ,903.0,286.27777, ,1173.2222,109.611115, ,898.1923,93.5, ,732.2692,328.26923, ,839.55,11.6, ,668.3929,301.42856, ,1324.6578,233.3421, ,1180.1,293.1, ,679.7353,364.20587, ,635.88464,491.8846, ,1233.0294,331.14706, ,1219.2097,271.24194, ,685.7941,13.264706, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
88, , , , , , , , , , , , , , , , , , ,919.5,649.0, , , , ,750.11536,570.11536, , , , ,989.7632,163.76315, ,931.5,327.0, , , , ,963.5,549.5, ,751.0,367.7857, ,904.2222,287.6111, ,1170.4,108.45, ,894.0,94.1875, ,734.7857,328.98572, ,831.5,12.5, ,669.5769,301.57693, ,1323.2441,237.36046, ,1177.5,293.39474, ,677.5,363.14706, ,630.8333,487.16666, ,1232.5625,337.625, ,1216.6666,271.47223, ,693.0,14.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89, , , , , , , , , , , , , , , , , , ,915.7857,649.0, , , , ,752.4091,575.13635, , , , ,989.1,160.25, ,929.6177,324.91177, , , , ,960.7857,546.5, ,754.96155,362.65384, ,903.9211,290.92105, ,1169.0,110.27778, ,898.5,98.65385, ,732.5333,329.63333, ,827.5526,12.710526, ,673.7692,302.3846, ,1323.4375,239.75, ,1177.7354,293.7353, ,671.9,362.9, ,624.2143,489.0, ,1232.8529,339.5, ,1216.8889,273.47223, ,691.6429,16.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
90, , , , , , , , , , , , , , , , , , ,911.4167,648.3333, , , , ,757.5,579.0, , , , ,991.1667,163.5, ,925.6177,322.08823, , , , ,960.92426,542.19696, ,753.88464,362.8846, ,899.1875,294.3125, ,1167.4,109.45, ,894.5,97.5, ,732.1,327.175, ,826.9211,8.921053, ,678.6053,304.28946, ,1330.4736,243.39473, ,1178.5,292.0, ,675.32355,359.55884, ,626.2143,488.85715, ,1232.1471,343.5, ,1214.25,271.19446, ,690.2059,22.735294, ,683.3,382.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
91, , , , , , , , , , , , , , , , , , ,912.5,648.5, , , , ,764.2,573.8, , , , ,988.8125,156.4375, ,923.1875,319.625, , , , ,957.8143,539.61426, ,755.43335,353.9, ,904.0,290.72223, ,1168.6,110.55, , , , ,725.52563,326.08975, ,833.6111,9.055555, ,674.9483,307.67242, ,1331.1666,248.91026, ,1182.25,296.875, ,675.2647,357.7353, ,629.9667,486.63333, ,1231.1471,349.5, ,1215.5286,272.84286, ,692.6177,23.029411, ,685.8333,379.76666, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
92, , , , , , , , , , , , , , , , , , ,912.11536,648.11536, , , , ,767.88464,573.88464, , , , ,991.1667,158.5, ,923.2778,322.0, , , , ,960.5,537.73914, ,760.7143,352.14285, ,906.7105,284.5, ,1165.3422,118.3421, , , , ,725.5714,327.6905, ,838.1316,7.0263157, ,672.4,308.8, ,1330.0883,248.61765, ,1185.7106,291.5, ,677.08826,365.38235, ,629.3571,487.2143, ,1233.0,346.5, ,1213.1061,273.28787, ,695.9211,21.552631, ,691.76666,378.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
93, , , , , , , , , , , , , , , , , , ,907.5909,643.86365, , , , ,771.5,574.7, , , , ,992.1111,161.77777, ,924.3421,315.3421, , , , ,964.7105,537.9474, ,763.0455,352.13635, ,899.6,280.45, ,1170.0,116.27778, , , , ,723.5513,331.65384, ,831.3947,5.9210525, ,669.4667,304.4, ,1332.378,250.7683, ,1191.8684,289.5, ,671.2222,361.3889, ,624.7857,485.0, ,1231.1,349.9, ,1211.7,272.24286, ,693.15,25.05, ,689.5,379.36667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
94, , , , , , , , , , , , , , , , , , ,914.11536,648.11536, , , , ,775.5909,577.86365, , , , ,992.2059,162.85294, ,928.8125,314.375, , , , ,965.53125,540.625, , , , ,895.91174,277.38235, ,1171.7106,110.13158, , , , ,722.55554,329.44446, ,837.2727,2.6818182, ,666.9074,300.94446, ,1330.1786,249.17857, ,1186.9,282.9, ,671.5,365.0, ,621.0,486.7857, ,1227.625,343.6875, ,1208.9375,274.53125, ,692.9211,24.605263, ,693.1667,376.76666, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
95, , , , , , , , , , , , , , , , , , ,914.88464,643.88464, , , , ,775.5,574.3, , , , ,990.7353,165.44118, ,934.5,319.5, , , , ,963.0926,535.4259, , , , ,892.91174,277.38235, ,1181.0,110.0, , , , ,720.6429,328.64285, ,836.0,5.7, ,669.9483,295.0862, ,1329.3334,250.22223, ,1185.5,277.85294, ,668.9,367.9, ,618.1429,484.2857, ,1230.0,344.5, ,1204.0834,275.33334, ,689.9211,24.605263, ,697.6177,382.91177, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
96, , , , , , , , , , , , , , , , , , ,916.13635,643.9545, , , , ,772.5909,572.86365, , , , ,996.8889,161.22223, ,935.3421,322.3421, , , , ,964.01514,536.6818, , , , ,896.2143,275.0, ,1181.921,108.39474, , , , ,716.0,330.0, ,834.3182,9.227273, ,668.0,293.86667, ,1332.6212,251.5, ,1187.0,278.0, ,674.5,368.0, ,615.1429,488.2857, ,1229.7858,347.0, ,1204.079,275.44736, ,693.7,25.366667, ,701.2857,388.85715,*,1134.5,181.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
97, , , , , , , , , , , , , , , , , , ,915.7727,642.4091, , , , ,772.5,571.3, , , , ,994.8125,162.4375, ,929.2222,326.6111, , , , ,964.9474,537.7368, , , , ,896.1875,279.6875, ,1173.6,108.55, , , , ,718.52563,330.29486, ,839.881,9.976191, ,661.2308,290.3846, ,1334.5,250.7683, ,1187.0,274.0, ,676.7353,370.7353, ,615.88464,497.8846, ,1235.0,347.5, ,1201.3948,278.3421, ,694.85,25.95, ,700.25,394.0625, ,1134.25,172.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
98, , , , , , , , , , , , , , , , , , ,922.13635,639.9545, , , , ,773.13635,569.9545, , , , ,992.8333,165.5, ,927.1111,326.83334, , , , ,969.119,540.7857, , , , ,894.55554,276.27777, ,1167.1111,111.833336, , , , ,712.45123,330.9878, ,836.6053,11.921053, ,658.5,287.0, ,1338.9062,251.21875, ,1186.9117,282.38235, ,679.5,374.0, ,622.88464,494.8846, ,1244.1,344.1, ,1203.8334,275.44446, ,698.1875,25.5625, ,698.0,398.7857, ,1136.3572,174.16667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
99, , , , , , , , , , , , , , , , , , ,923.5,640.5, , , , ,776.3,571.0, , , , ,991.1842,166.6579, ,928.5,324.0, , , , ,971.7,542.82, , , , ,898.0,282.5, ,1157.6177,112.911766, , , , ,710.6842,331.21054, ,838.3421,15.342105, ,662.4737,290.8158, ,1335.591,251.83333, ,1187.0,280.5, ,674.7353,371.7353, ,627.5,500.0, ,1248.9,343.9, ,1207.119,280.4524, ,703.7941,27.264706, ,693.9,395.9, ,1135.55,178.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100, , , , , , , , , , , , , , , , , , ,923.5909,637.86365, , , , ,776.1,572.43335, , , , ,993.58,170.94, ,925.8684,322.9737, , , , ,970.15717,540.5571, , , , ,897.0294,283.14706, ,1152.75,108.125, , , , ,711.86584,327.2561, ,834.5,14.5, ,660.2143,290.10715, ,1331.725,251.3, ,1184.0883,287.38235, ,677.5,374.0, ,630.75,497.83334, ,1248.9,346.1, ,1201.7903,277.75806, ,707.91174,27.558823, ,695.76666,396.16666, ,1135.5,180.83333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
101, , , , , , , , , , , , , , , , , , ,922.4091,642.86365, , , , ,774.5,573.7, , , , ,989.0,168.27777, ,927.5,325.71054, , , , ,969.04285,543.4429, , , , ,898.6579,281.3421, ,1147.9,113.1, , , , ,711.875,330.59375, ,838.25,19.25, ,655.587,287.76086, ,1327.2632,254.44737, ,1189.0,287.5, ,672.91174,371.38235, ,628.0,495.9, ,1251.7142,345.14285, ,1201.1154,280.8846, ,706.2857,28.714285, ,690.6177,395.91177, ,1134.0,183.94444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
102, , , , , , , , , , , , , , , , , , ,923.03845,644.1923, , , , ,777.13635,569.9545, , , , ,988.0,166.27777, ,929.2778,326.0, , , , ,972.3077,543.4231, , , , ,898.7778,280.6111, ,1145.5,117.78571, , , , ,710.9286,328.5357, ,843.55,26.6, ,651.6539,284.30768, ,1327.5,257.97223, ,1191.0883,283.38235, ,676.3889,375.22223, ,626.5909,494.13635, ,1253.2142,346.0, ,1205.3049,278.7927, ,703.6177,30.029411, ,698.25,399.125, ,1135.7106,188.55263, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
103, , , , , , , , , , , , , , , , , , ,923.5909,649.86365, , , , ,780.13635,568.9545, , , , ,984.3095,170.35715, , , , , , , ,972.5,543.6875, , , , ,900.4,285.55, ,1147.8334,120.25, , , , ,714.7286,333.84286, ,838.25,32.25, ,649.39655,281.67242, ,1326.2354,257.97058, ,1189.9117,284.38235, ,681.5,370.0, ,629.13635,494.95456, ,1259.1154,346.8846, ,1201.1154,279.70514, ,698.1842,29.921053, ,697.1667,403.76666,*,1134.5,193.83333, ,815.0,1.2777778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104, , , , , , , , , , , , , , , , , , ,924.25,654.0833, , , , ,780.5,565.5, , , , ,987.3947,168.23685, , , , , , , ,977.0,546.5, , , , ,900.6579,286.3421, ,1144.9615,121.34615, , , , ,714.0641,327.21796, ,839.6,33.45, ,650.125,281.59375, ,1319.6143,256.41428, ,1183.0883,285.61765, ,682.3889,364.22223, ,627.0,492.0, ,1254.8846,353.1154, ,1202.8871,278.75806, ,698.15,28.05, ,694.1,408.1, ,1136.5,194.5, ,814.3571,1.6904762, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
105, , , , , , , , , , , , , , , , , , ,924.75,653.1667, , , , ,777.5,562.3, , , , ,984.8158,162.3421, , , , , , , ,975.8077,548.2436, , , , ,898.3823,284.91177, ,1149.5,122.0, , , , ,717.8939,328.4697, ,841.1,34.55, ,651.5,279.0862, ,1322.1,259.5889, ,1184.3422,282.3421, ,684.2647,372.7353, ,636.25,489.16666, ,1249.8636,345.4091, ,1205.7188,276.5, ,699.2778,35.61111, ,695.7778,403.3889, ,1135.2894,194.13158, ,816.44116,2.0882354, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
106, , , , , , , , , , , , , , , , , , ,922.5909,651.86365, , , , ,777.25,561.5, , , , ,980.8333,165.0, , , , , , , ,979.5,546.5, , , , ,905.6579,280.3421, ,1150.5,123.5, , , , ,716.629,330.4355, ,838.3,34.65, ,649.7727,278.31818, ,1324.8235,259.47058, ,1185.0883,284.38235, ,688.3823,368.08823, ,632.5,492.0, ,1246.8846,349.1154, ,1206.4375,272.90625, ,696.95,33.75, ,691.2647,404.2647,*,1134.55,194.6, ,814.7857,7.3333335, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
107, , , , , , , , , , , , , , , , , , ,926.4091,653.86365, , , , , , , , , , ,978.8889,164.22223, , , , , , , ,982.18964,545.7414, , , , ,910.6111,276.77777, ,1157.3823,125.911766, , , , ,719.85895,333.1154, ,840.0,36.0, ,644.7857,281.42856, ,1323.859,256.06412, ,1182.1471,282.97058, ,683.91174,364.38235, ,634.75,493.83334, ,1245.5,348.0, ,1203.0714,273.95715, ,700.0789,30.921053, ,689.875,407.75, ,1129.8684,191.28947, ,820.175,7.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
108, , , , , , , , , , , , , , , , , , ,925.3,656.0, , , , , , , , , , ,975.1842,166.6579, , , , , , , ,979.0806,548.8226, , , , ,917.3421,277.3421, ,1159.5,121.833336, , , , ,717.44116,333.67648, ,840.7105,39.5, ,641.8929,280.5357, ,1325.7142,252.92857, ,1178.875,278.25, ,682.08826,368.61765, ,632.8,501.2, ,1250.0,350.7, ,1203.3649,271.77026, ,696.0714,29.119047, ,686.08826,410.61765, ,1137.8684,189.28947, ,824.0,8.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
109, , , , , , , , , , , , , , , , , , ,923.5,654.5, , , , , , , , , , ,979.9286,168.88095, , , , , , , ,982.2,546.73334, , , , ,913.63336,279.96667, ,1154.5,117.0, , , , ,717.1061,334.19696, ,845.9286,37.88095, ,645.0806,277.91934, ,1322.9166,252.8125, ,1181.9667,273.63333, ,682.5,371.0, ,631.5909,501.86365, ,1250.0,353.5, ,1202.0758,269.4697, ,695.0,29.0, ,687.08826,410.38235, ,1140.5,192.5, ,819.93243,9.418919, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
110, , , , , , , , , , , , , , , , , , ,917.75,653.8333, , , , , , , , , , ,979.5952,173.59525, , , , , , , ,985.1579,545.5789, , , , ,911.85297,277.97058, ,1155.7858,118.64286, , , , ,716.07574,337.4091, ,847.413,32.54348, ,642.5645,277.0484, ,1321.266,249.52127, ,1180.5,275.0, ,681.9667,371.63333, ,638.0,498.0, ,1250.4231,349.80768, ,1200.4697,271.07574, ,702.2,27.4, ,689.08826,410.61765, ,1138.25,192.25, ,820.625,12.55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
111, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,979.5,172.74, , , , , , , ,983.6667,546.2778, , , , ,910.6177,273.91177, ,1161.1471,115.02941, , , , ,715.80304,343.62122, ,848.9,30.85, ,645.7143,282.39285, ,1323.061,255.06097, ,1177.3889,276.22223, ,679.875,372.25, ,641.13635,490.95456, ,1252.6538,352.26923, ,1202.75,276.55, ,703.119,21.97619, ,694.3889,412.22223,*,1136.1316,188.28947, ,817.4434,14.122642, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,979.1539,173.61539, , , , , , , ,988.1786,548.5, , , , ,907.2895,273.1316, ,1164.3823,120.088234, , , , ,718.7353,343.97058, ,845.0263,28.868422, ,645.06525,286.58694, ,1320.9615,254.65384, ,1178.0,279.0, ,680.91174,374.38235, ,640.3461,487.96155, ,1252.2142,350.0, ,1198.0588,276.14706, ,707.2273,21.0, ,696.91174,411.38235,*,1133.85,184.9, ,823.1957,14.565217, ,969.9516,258.75806, ,707.1875,455.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,978.62,171.7, , , , , , , ,988.94116,545.7353, , , , ,905.7105,271.5, ,1164.3,121.5, , , , ,717.1111,340.08334, ,845.587,24.717392, ,646.2037,283.64816, ,1321.0676,251.12163, ,1186.6177,277.91177, ,686.0,376.5, ,640.36664,487.03333, ,1251.0,352.7857, ,1194.3,278.58572, ,711.85,27.1, ,698.6177,403.91177,*,1134.921,181.39473, ,825.4524,12.476191, ,967.9286,258.17856, ,710.9103,459.3718, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
114, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,981.1667,171.875, , , , , , , ,987.53845,547.5769, , , , ,906.2222,272.22223, ,1168.3334,127.416664, , , , ,717.82355,338.2353, ,846.0,24.772728, ,649.43335,283.8, ,1319.2273,250.34848, ,1186.1,284.1,*,688.3,378.63333, ,642.11536,491.1154, ,1253.8846,355.1154, ,1196.0135,280.93243, ,712.881,29.738094, ,700.63336,410.03333,*,1132.15,181.1, ,825.9878,18.378048, ,966.3889,250.77777, ,710.0,457.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,976.15,168.8, , , , , , , ,990.4091,545.5909, , , , ,910.0,271.27777, ,1166.8077,126.5, , , , ,720.0714,342.98572, ,849.8182,22.90909, ,650.46295,277.64816, ,1317.1818,254.38637, ,1183.1666,287.23334, ,687.91174,372.38235, ,636.9667,494.63333, ,1254.6333,350.96667, ,1198.1666,282.89395, ,712.6905,30.357143, ,703.0,407.0,*,1133.4,176.45, ,826.3929,23.232143, ,969.5,253.0, ,708.36487,456.3919, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
