Time,IR,Red,Green,Blue
17.46,404941,350357,524287,424590
17.48,404919,350349,524287,424571
17.5,404887,350319,524287,424478
17.52,404950,350333,524287,424491
17.54,404984,350373,524287,424527
17.56,405234,350478,524287,424605
17.58,405430,350593,524287,424720
17.6,405695,350705,524287,424874
17.62,405789,350738,524287,425025
17.64,405881,350793,524287,425193
17.66,405980,350815,524287,425365
17.68,406148,350931,524287,425612
17.7,406395,351040,524287,425790
17.72,406546,351142,524287,426045
17.74,406734,351127,524287,426149
17.76,406822,351189,524287,426385
17.78,406974,351270,524287,426596
17.8,407080,351316,524287,426740
17.82,407260,351330,524287,426945
17.84,407308,351404,524287,427114
17.86,407298,351403,524287,427289
17.88,407377,351425,524287,427520
17.9,407474,351438,524287,427654
17.92,407547,351481,524287,427840
17.94,407791,351571,524287,428103
17.96,407920,351627,524287,428289
17.98,407968,351660,524287,428402
18,408007,351660,524287,428653
18.02,407987,351576,524287,428784
18.04,407621,351373,524287,428877
18.06,406972,350972,524287,428725
18.08,406009,350473,524287,428216
18.1,405117,349965,524287,427333
18.12,404537,349714,524287,426273
18.14,404193,349552,524287,425289
18.16,403960,349492,524287,424477
18.18,403839,349387,524287,423897
18.2,403801,349398,524287,423329
18.22,403677,349355,524287,422964
18.24,403753,349448,524287,422693
18.26,403782,349447,524287,422487
18.28,403749,349370,524287,422353
18.3,403671,349361,524287,422165
18.32,403585,349331,524287,421973
18.34,403459,349256,524287,421701
18.36,403373,349185,524287,421457
18.38,403312,349092,524287,421242
18.4,403238,349082,524287,421027
18.42,403277,349143,524287,420935
18.44,403374,349188,524287,420876
18.46,403470,349198,524287,420867
18.48,403565,349240,524287,420918
18.5,403727,349343,524287,420992
18.52,403787,349388,524287,421105
18.54,403930,349419,524287,421267
18.56,404020,349469,524287,421338
18.58,404154,349467,524287,421471
18.6,404307,349570,524287,421577
18.62,404454,349611,524287,421766
18.64,404531,349646,524287,421976
18.66,404600,349665,524287,422026
18.68,404676,349672,524287,422169
18.7,404739,349770,524287,422379
18.72,404862,349793,524287,422458
18.74,404871,349806,524287,422597
18.76,404903,349776,524287,422740
18.78,405061,349856,524287,422904
18.8,405303,350002,524287,423080
18.82,405465,350023,524287,423250
18.84,405556,350093,524287,423394
18.86,405648,350151,524287,423581
18.88,405758,350119,524287,423764
18.9,405831,350191,524287,423912
18.92,405951,350241,524287,424141
18.94,406128,350279,524287,424299
18.96,406182,350328,524287,424493
18.98,406288,350321,524287,424701
19,406333,350363,524287,424825
19.02,406401,350377,524287,425052
19.04,406491,350407,524287,425205
19.06,406620,350437,524287,425402
19.08,406695,350488,524287,425545
19.1,406783,350522,524287,425775
19.12,406800,350563,524287,425982
19.14,406948,350592,524287,426173
19.16,407089,350745,524287,426390
19.18,407308,350751,524287,426609
19.2,407028,350592,524287,426698
19.22,406414,350213,524287,426645
19.24,404996,349440,524287,425607
19.26,404093,348948,524287,424418
19.28,403418,348652,524287,423148
19.3,402946,348412,524287,421901
19.32,402682,348372,524287,420924
19.34,402581,348303,524287,420250
19.36,402549,348329,524287,419646
19.38,402556,348296,524287,419190
19.4,402522,348238,524287,418858
19.42,402490,348286,524287,418682
19.44,402445,348310,524287,418485
19.46,402380,348235,524287,418326
19.48,402206,348156,524287,418049
19.5,402014,348029,524287,417720
19.52,401887,347940,524287,417425
19.54,401882,347946,524287,417107
19.56,401900,347949,524287,416895
19.58,401879,347996,524287,416741
19.6,401861,347998,524287,416641
19.62,401903,347976,524287,416555
19.64,402014,348022,524287,416558
19.66,402145,348067,524287,416603
19.68,402268,348143,524287,416562
19.7,402316,348162,524287,416633
19.72,402389,348186,524287,416679
19.74,402443,348182,524287,416730
19.76,402516,348222,524287,416791
19.78,402584,348222,524287,416896
19.8,402672,348243,524287,416996
19.82,402734,348314,524287,417079
19.84,402813,348295,524287,417176
19.86,402922,348335,524287,417298
19.88,403044,348408,524287,417500
19.9,403170,348449,524287,417678
19.92,403227,348450,524287,417812
19.94,403337,348508,524287,417976
19.96,403496,348588,524287,418171
19.98,403682,348638,524287,418384
20,403899,348741,524287,418619
20.02,404107,348808,524287,418891
20.04,404347,348909,524287,419210
20.06,404473,349027,524287,419437
20.08,404716,349100,524287,419745
20.1,404958,349239,524287,420061
20.12,405183,349303,524287,420342
20.14,405376,349451,524287,420678
20.16,405634,349501,524287,421018
20.18,405755,349612,524287,421312
20.2,405935,349662,524287,421603
20.22,405636,349525,524287,421778
20.24,405079,349229,524287,421837
20.26,404392,348733,524287,421622
20.28,403717,348375,524287,421139
20.3,403213,348194,524287,420423
20.32,402887,347966,524287,419800
20.34,402684,347899,524287,419220
20.36,402760,347948,524287,418874
20.38,402798,348005,524287,418639
20.4,402852,348028,524287,418436
20.42,402905,348038,524287,418374
20.44,403018,348090,524287,418404
20.46,403128,348237,524287,418482
20.48,403281,348214,524287,418517
20.5,403198,348167,524287,418634
20.52,403034,348101,524287,418543
20.54,403003,348054,524287,418456
20.56,402883,348020,524287,418367
20.58,402900,348010,524287,418347
20.6,402896,347999,524287,418336
20.62,403018,348031,524287,418414
20.64,403125,348140,524287,418458
20.66,403234,348162,524287,418616
20.68,403340,348226,524287,418741
20.7,403436,348307,524287,418931
20.72,403647,348318,524287,419099
20.74,403793,348454,524287,419278
20.76,403928,348527,524287,419495
20.78,404053,348563,524287,419717
20.8,404211,348650,524287,419942
20.82,404286,348668,524287,420123
20.84,404439,348767,524287,420311
20.86,404492,348812,524287,420524
20.88,404678,348834,524287,420723
20.9,404756,348834,524287,420982
20.92,404842,348908,524287,421222
20.94,404973,348941,524287,421436
20.96,405155,349047,524287,421671
20.98,405343,349151,524287,421897
21,405514,349202,524287,422118
21.02,405542,349207,524287,422366
21.04,405630,349240,524287,422636
21.06,405928,349405,524287,422902
21.08,406203,349528,524287,423249
21.1,406387,349598,524287,423488
21.12,406483,349662,524287,423742
21.14,406627,349716,524287,424053
21.16,406717,349736,524287,424273
21.18,406631,349695,524287,424417
21.2,406195,349403,524287,424533
21.22,405698,349150,524287,424402
21.24,405216,348813,524287,424159
21.26,404892,348669,524287,423884
21.28,404778,348612,524287,423652
21.3,404763,348581,524287,423487
21.32,404748,348608,524287,423351
21.34,404807,348698,524287,423347
21.36,404991,348784,524287,423400
21.38,405254,348937,524287,423534
21.4,405471,348996,524287,423703
21.42,405617,349017,524287,423862
21.44,405576,349029,524287,424013
21.46,405478,348920,524287,424042
21.48,405278,348882,524287,424048
21.5,405276,348825,524287,424068
21.52,405183,348759,524287,424013
21.54,405159,348766,524287,424071
21.56,405272,348823,524287,424146
21.58,405480,348959,524287,424257
21.6,405704,349068,524287,424423
21.62,405845,349120,524287,424583
21.64,406001,349219,524287,424762
21.66,406173,349269,524287,424960
21.68,406305,349342,524287,425143
21.7,406531,349451,524287,425361
21.72,406622,349472,524287,425585
21.74,406726,349560,524287,425789
21.76,406778,349578,524287,425970
21.78,406889,349619,524287,426157
21.8,406951,349669,524287,426435
21.82,407110,349704,524287,426625
21.84,407260,349752,524287,426802
21.86,407307,349759,524287,427004
21.88,407372,349849,524287,427220
21.9,407551,349918,524287,427370
21.92,407702,349950,524287,427607
21.94,407702,350057,524287,427785
21.96,407812,350043,524287,427999
21.98,407965,350180,524287,428266
22,408119,350204,524287,428478
22.02,408208,350259,524287,428697
22.04,408193,350271,524287,428840
22.06,407809,349938,524287,428943
22.08,407191,349596,524287,428921
22.1,406513,349179,524287,428610
22.12,405876,348840,524287,428156
22.14,405477,348688,524287,427668
22.16,405152,348512,524287,427222
22.18,405047,348411,524287,426861
22.2,404956,348409,524287,426586
22.22,405005,348463,524287,426410
22.24,405043,348532,524287,426276
22.26,405141,348537,524287,426217
22.28,405247,348606,524287,426215
22.3,405352,348634,524287,426243
22.32,405401,348706,524287,426292
22.34,405294,348616,524287,426267
22.36,405189,348564,524287,426230
22.38,405054,348496,524287,426137
22.4,404937,348467,524287,426042
22.42,404837,348378,524287,425945
22.44,404842,348408,524287,425924
22.46,404868,348418,524287,425832
22.48,405005,348503,524287,425863
22.5,405066,348533,524287,425949
22.52,405200,348544,524287,426003
22.54,405269,348637,524287,426106
22.56,405411,348686,524287,426239
22.58,405487,348732,524287,426372
22.6,405585,348793,524287,426468
22.62,405685,348842,524287,426620
22.64,405702,348890,524287,426718
22.66,405772,348859,524287,426882
22.68,405837,348932,524287,426965
22.7,405925,348942,524287,427181
22.72,406014,348995,524287,427263
22.74,406078,348978,524287,427417
22.76,406149,349010,524287,427534
22.78,406146,349035,524287,427651
22.8,406291,349130,524287,427835
22.82,406403,349148,524287,428010
22.84,406437,349226,524287,428091
22.86,406490,349182,524287,428316
22.88,406510,349228,524287,428424
22.9,406323,349091,524287,428514
22.92,405904,348828,524287,428418
22.94,405227,348436,524287,427968
22.96,404564,348072,524287,427271
22.98,404061,347875,524287,426446
23,403682,347704,524287,425695
23.02,403542,347607,524287,425042
23.04,403521,347614,524287,424452
23.06,403464,347601,524287,424038
23.08,403479,347576,524287,423770
23.1,403451,347619,524287,423609
23.12,403491,347673,524287,423556
23.14,403579,347749,524287,423515
23.16,403651,347737,524287,423542
23.18,403671,347736,524287,423529
23.2,403651,347701,524287,423510
23.22,403674,347759,524287,423464
23.24,403617,347720,524287,423398
23.26,403561,347689,524287,423386
23.28,403615,347661,524287,423352
23.3,403689,347748,524287,423396
23.32,403840,347797,524287,423425
23.34,404011,347878,524287,423525
23.36,404132,347910,524287,423718
23.38,404206,347997,524287,423818
23.4,404360,348068,524287,424018
23.42,404520,348137,524287,424232
23.44,404722,348230,524287,424448
23.46,404827,348268,524287,424555
23.48,404889,348265,524287,424771
23.5,404944,348302,524287,424962
23.52,405074,348392,524287,425167
23.54,405254,348467,524287,425334
23.56,405365,348488,524287,425504
23.58,405436,348543,524287,425728
23.6,405537,348567,524287,425981
23.62,405617,348648,524287,426138
23.64,405798,348723,524287,426367
23.66,405979,348798,524287,426588
23.68,406169,348874,524287,426790
23.7,406265,348943,524287,426972
23.72,406363,348986,524287,427248
23.74,406505,349007,524287,427490
23.76,406371,348928,524287,427615
23.78,405887,348659,524287,427646
23.8,405168,348223,524287,427363
23.82,404380,347794,524287,426665
23.84,403955,347550,524287,425926
23.86,403726,347466,524287,425299
23.88,403637,347407,524287,424819
23.9,403605,347446,524287,424494
23.92,403688,347471,524287,424286
23.94,403827,347572,524287,424203
23.96,404042,347678,524287,424246
23.98,404244,347790,524287,424299
24,404433,347867,524287,424435
24.02,404558,347952,524287,424655
24.04,404619,347956,524287,424706
24.06,404601,347937,524287,424791
24.08,404480,347932,524287,424778
24.1,404451,347846,524287,424814
24.12,404439,347842,524287,424811
24.14,404469,347833,524287,424881
24.16,404558,347855,524287,424943
24.18,404764,347977,524287,425194
24.2,404962,348094,524287,425302
24.22,405160,348191,524287,425521
24.24,405387,348334,524287,425759
24.26,405679,348458,524287,426051
24.28,405956,348600,524287,426420
24.3,406229,348770,524287,426726
24.32,406385,348797,524287,427043
24.34,406509,348876,524287,427360
24.36,406757,348928,524287,427669
24.38,406922,349090,524287,427976
24.4,407133,349204,524287,428234
24.42,407267,349212,524287,428522
24.44,407416,349299,524287,428769
24.46,407529,349306,524287,429031
24.48,407735,349400,524287,429349
24.5,407887,349493,524287,429633
24.52,408021,349561,524287,429834
24.54,408111,349618,524287,430118
24.56,408263,349653,524287,430331
24.58,408439,349734,524287,430568
24.6,408558,349869,524287,430829
24.62,408740,349873,524287,431088
24.64,408617,349743,524287,431273
24.66,408077,349452,524287,431289
24.68,407182,349066,524287,431171
24.7,406351,348482,524287,430894
24.72,405751,348191,524287,430293
24.74,405641,348183,524287,430084
24.76,405782,348273,524287,430030
24.78,406031,348368,524287,429998
24.8,406292,348545,524287,430128
24.82,406609,348731,524287,430270
24.84,406906,348896,524287,430480
24.86,407304,349130,524287,430717
24.88,407528,349261,524287,430950
24.9,407677,349239,524287,431124
24.92,407631,349157,524287,431279
24.94,407538,349100,524287,431346
24.96,407408,349101,524287,431425
24.98,407429,349107,524287,431506
25,407429,349039,524287,431581
25.02,407474,349090,524287,431695
25.04,407656,349161,524287,431850
25.06,407917,349331,524287,432063
25.08,408121,349458,524287,432280
25.1,408306,349574,524287,432502
25.12,408498,349648,524287,432647
25.14,408656,349694,524287,432871
25.16,408764,349796,524287,433069
25.18,408932,349863,524287,433251
25.2,409008,349907,524287,433451
25.22,409130,350009,524287,433668
25.24,409221,350013,524287,433812
25.26,409370,350104,524287,434047
25.28,409535,350207,524287,434242
25.3,409593,350216,524287,434413
25.32,409750,350289,524287,434576
25.34,409898,350350,524287,434780
25.36,410026,350453,524287,434957
25.38,410131,350508,524287,435137
25.4,410159,350551,524287,435280
25.42,410189,350532,524287,435423
25.44,410149,350458,524287,435575
25.46,409907,350346,524287,435652
25.48,409268,349944,524287,435666
25.5,408380,349414,524287,435456
25.52,407537,348970,524287,435102
25.54,406945,348683,524287,434793
25.56,406689,348617,524287,434442
25.58,406497,348437,524287,434188
25.6,406451,348450,524287,433903
25.62,406507,348465,524287,433826
25.64,406664,348569,524287,433780
25.66,406912,348720,524287,433867
25.68,407236,348928,524287,434010
25.7,407576,349151,524287,434154
25.72,407851,349220,524287,434307
25.74,408036,349279,524287,434518
25.76,408087,349324,524287,434644
25.78,408046,349282,524287,434709
25.8,407935,349225,524287,434748
25.82,407927,349248,524287,434780
25.84,407959,349239,524287,434893
25.86,408094,349311,524287,435038
25.88,408302,349383,524287,435064
25.9,408446,349536,524287,435266
25.92,408577,349586,524287,435409
25.94,408833,349662,524287,435521
25.96,408998,349791,524287,435678
25.98,409003,349771,524287,435826
26,409088,349834,524287,435964
26.02,409197,349830,524287,436133
26.04,409351,349903,524287,436369
26.06,409531,350060,524287,436517
26.08,409701,350157,524287,436718
26.1,409889,350207,524287,436876
26.12,410053,350294,524287,437065
26.14,410192,350341,524287,437203
26.16,410425,350537,524287,437405
26.18,410581,350603,524287,437586
26.2,410658,350640,524287,437743
26.22,410804,350699,524287,437935
26.24,410807,350669,524287,438023
26.26,410536,350534,524287,438127
26.28,409919,350086,524287,438392
26.3,409026,349586,524287,438204
26.32,408121,349146,524287,437950
26.34,407603,348834,524287,437610
26.36,407442,348781,524287,437340
26.38,407282,348712,524287,437086
26.4,407306,348699,524287,436963
26.42,407391,348773,524287,436878
26.44,407574,348860,524287,436868
26.46,407734,349061,524287,436882
26.48,407874,349060,524287,436950
26.5,407988,349126,524287,437025
26.52,408063,349140,524287,437141
26.54,408111,349194,524287,437198
26.56,408055,349141,524287,437201
26.58,407877,349047,524287,437155
26.6,407803,348978,524287,437110
26.62,407847,349008,524287,437161
26.64,407902,349104,524287,437217
26.66,407930,349059,524287,437230
26.68,407919,349066,524287,437228
26.7,408041,349126,524287,437335
26.72,408224,349247,524287,437395
26.74,408427,349323,524287,437548
26.76,408573,349401,524287,437672
26.78,408715,349479,524287,437843
26.8,408819,349535,524287,437933
26.82,408913,349549,524287,438047
26.84,409025,349622,524287,438228
26.86,409118,349658,524287,438344
26.88,409214,349710,524287,438479
26.9,409162,349717,524287,438554
26.92,409213,349693,524287,438695
26.94,409292,349726,524287,438706
26.96,409289,349765,524287,438820
26.98,409298,349752,524287,438914
27,409342,349756,524287,439019
27.02,409281,349718,524287,439110
27.04,408988,349534,524287,439137
27.06,408362,349145,524287,439034
27.08,407578,348767,524287,438599
27.1,406855,348340,524287,438113
27.12,406310,348074,524287,437520
27.14,405989,347919,524287,436826
27.16,405819,347817,524287,436333
27.18,405738,347828,524287,435917
27.2,405698,347837,524287,435685
27.22,405770,347802,524287,435503
27.24,405927,347925,524287,435473
27.26,406115,348073,524287,435498
27.28,406304,348128,524287,435555
27.3,406322,348180,524287,435545
27.32,406321,348135,524287,435560
27.34,406262,348175,524287,435505
27.36,406163,348059,524287,435407
27.38,406033,347990,524287,435334
27.4,405973,347962,524287,435250
27.42,406028,347955,524287,435182
27.44,406212,348040,524287,435201
27.46,406382,348154,524287,435278
27.48,406541,348227,524287,435366
27.5,406628,348259,524287,435500
27.52,406761,348313,524287,435636
27.54,406912,348416,524287,435777
27.56,407125,348471,524287,435888
27.58,407218,348600,524287,436088
27.6,407362,348633,524287,436261
27.62,407458,348701,524287,436344
27.64,407553,348710,524287,436599
27.66,407692,348734,524287,436716
27.68,407740,348806,524287,436866
27.7,407826,348885,524287,437027
27.72,407985,348920,524287,437186
27.74,408112,348984,524287,437343
27.76,408190,348997,524287,437555
27.78,408314,349068,524287,437736
27.8,408469,349114,524287,437864
27.82,408527,349140,524287,438021
27.84,408306,349021,524287,438135
27.86,407723,348693,524287,438001
27.88,406844,348234,524287,437702
27.9,406058,347793,524287,437149
27.92,405474,347513,524287,436513
27.94,405186,347343,524287,435981
27.96,405127,347352,524287,435505
27.98,405145,347374,524287,435233
28,405169,347356,524287,434976
28.02,405274,347448,524287,434850
28.04,405414,347532,524287,434844
28.06,405594,347622,524287,434871
28.08,405736,347707,524287,434934
28.1,405848,347705,524287,434997
28.12,405828,347726,524287,434950
28.14,405776,347694,524287,434929
28.16,405707,347691,524287,434900
28.18,405679,347588,524287,434834
28.2,405609,347603,524287,434770
28.22,405713,347641,524287,434778
28.24,405879,347714,524287,434873
28.26,406081,347789,524287,434982
28.28,406182,347896,524287,435051
28.3,406371,347991,524287,435198
28.32,406568,348054,524287,435408
28.34,406777,348142,524287,435556
28.36,406881,348187,524287,435666
28.38,406898,348206,524287,435858
28.4,406965,348262,524287,435940
28.42,407054,348256,524287,436085
28.44,407149,348353,524287,436273
28.46,407284,348394,524287,436423
28.48,407334,348452,524287,436573
28.5,407426,348407,524287,436647
28.52,407458,348455,524287,436781
28.54,407520,348524,524287,436970
28.56,407740,348614,524287,437026
28.58,407890,348671,524287,437278
28.6,408062,348764,524287,437481
28.62,408192,348784,524287,437593
28.64,408267,348864,524287,437759
28.66,408411,348917,524287,437923
28.68,408313,348872,524287,438060
28.7,407866,348574,524287,438002
28.72,407040,348107,524287,437755
28.74,406250,347686,524287,437255
28.76,405772,347424,524287,436757
28.78,405577,347339,524287,436326
28.8,405568,347358,524287,435978
28.82,405600,347420,524287,435698
28.84,405603,347413,524287,435572
28.86,405779,347488,524287,435461
28.88,406061,347601,524287,435504
28.9,406294,347791,524287,435607
28.92,406492,347862,524287,435705
28.94,406453,347853,524287,435751
28.96,406378,347770,524287,435781
28.98,406297,347676,524287,435744
29,406316,347684,524287,435759
29.02,406246,347699,524287,435746
29.04,406173,347727,524287,435772
29.06,406323,347740,524287,435789
29.08,406506,347846,524287,435877
29.1,406711,347911,524287,436037
29.12,406854,348018,524287,436151
29.14,407034,348110,524287,436322
29.16,407218,348235,524287,436472
29.18,407373,348257,524287,436642
29.2,407493,348282,524287,436805
29.22,407552,348401,524287,436930
29.24,407683,348360,524287,437106
29.26,407737,348406,524287,437243
29.28,407809,348445,524287,437403
29.3,407858,348460,524287,437487
29.32,407903,348472,524287,437618
29.34,407942,348494,524287,437722
29.36,408006,348500,524287,437849
29.38,407984,348541,524287,437950
29.4,408039,348510,524287,438077
29.42,408042,348571,524287,438187
29.44,408159,348565,524287,438316
29.46,408242,348630,524287,438481
29.48,408366,348695,524287,438608
29.5,408443,348669,524287,438757
29.52,408444,348663,524287,438881
29.54,408171,348549,524287,438860
29.56,407621,348201,524287,438829
29.58,406798,347765,524287,438499
29.6,406107,347413,524287,438024
29.62,405733,347230,524287,437574
29.64,405612,347185,524287,437224
29.66,405676,347224,524287,436958
29.68,405874,347288,524287,436862
29.7,406035,347351,524287,436869
29.72,406359,347568,524287,436960
29.74,406733,347761,524287,437089
29.76,407078,347941,524287,437410
29.78,407339,348107,524287,437575
29.8,407401,348129,524287,437652
29.82,407202,348005,524287,437691
29.84,406909,347865,524287,437661
29.86,406692,347724,524287,437669
29.88,406607,347682,524287,437623
29.9,406609,347645,524287,437575
29.92,406589,347644,524287,437496
29.94,406613,347738,524287,437555
29.96,406702,347737,524287,437603
29.98,406799,347727,524287,437672
30,406976,347821,524287,437744
30.02,407106,347886,524287,437858
30.04,407183,347990,524287,437902
30.06,407265,348004,524287,438104
30.08,407389,348034,524287,438196
30.1,407453,348050,524287,438307
30.12,407498,348146,524287,438393
30.14,407570,348159,524287,438514
30.16,407580,348167,524287,438621
30.18,407670,348189,524287,438714
30.2,407748,348190,524287,438754
30.22,407841,348242,524287,438905
30.24,407932,348370,524287,439060
30.26,408021,348332,524287,439099
30.28,408050,348371,524287,439245
30.3,408180,348375,524287,439414
30.32,408311,348453,524287,439487
30.34,408431,348542,524287,439643
30.36,408579,348610,524287,439707
30.38,408590,348597,524287,439860
30.4,408378,348446,524287,439875
30.42,407784,348114,524287,439748
30.44,406941,347690,524287,439469
30.46,406146,347262,524287,438943
30.48,405576,346947,524287,438285
30.5,405261,346736,524287,437613
30.52,405031,346642,524287,436984
30.54,404965,346705,524287,436518
30.56,404985,346638,524287,436166
30.58,404940,346682,524287,435870
30.6,405038,346713,524287,435708
30.62,405215,346765,524287,435654
30.64,405228,346833,524287,435603
30.66,405225,346862,524287,435562
30.68,405218,346810,524287,435467
30.7,405075,346714,524287,435348
30.72,404983,346681,524287,435186
30.74,404989,346623,524287,435071
30.76,404855,346628,524287,434936
30.78,404854,346582,524287,434798
30.8,404897,346684,524287,434748
30.82,405106,346746,524287,434798
30.84,405387,346911,524287,434942
30.86,405496,346942,524287,435045
30.88,405610,346973,524287,435212
30.9,405720,347034,524287,435288
30.92,405831,347146,524287,435447
30.94,405982,347156,524287,435551
30.96,406079,347195,524287,435716
30.98,406163,347281,524287,435878
31,406294,347312,524287,435999
31.02,406451,347408,524287,436192
31.04,406598,347472,524287,436359
31.06,406705,347511,524287,436559
31.08,406799,347546,524287,436680
31.1,406770,347542,524287,436771
31.12,406844,347519,524287,436932
31.14,406960,347577,524287,437065
31.16,407115,347705,524287,437188
31.18,407237,347759,524287,437371
31.2,407343,347748,524287,437534
31.22,407442,347841,524287,437709
31.24,407639,347943,524287,437902
31.26,407682,347975,524287,438039
31.28,407545,347815,524287,438136
31.3,406927,347447,524287,438006
31.32,405903,346930,524287,437651
31.34,405064,346416,524287,437072
31.36,404505,346196,524287,436264
31.38,404271,346056,524287,435545
31.4,404043,346002,524287,434904
31.42,403941,345893,524287,434406
31.44,403932,345956,524287,433988
31.46,403864,345918,524287,433708
31.48,404035,345937,524287,433488
31.5,404109,346015,524287,433402
31.52,404120,346018,524287,433281
31.54,404103,346047,524287,433244
31.56,404043,345985,524287,433126
31.58,403911,345960,524287,432969
31.6,403777,345912,524287,432817
31.62,403688,345849,524287,432666
31.64,403654,345751,524287,432438
31.66,403667,345771,524287,432347
31.68,403757,345790,524287,432265
31.7,403844,345866,524287,432241
31.72,403919,345954,524287,432296
31.74,404048,346025,524287,432323
31.76,404187,346022,524287,432448
31.78,404274,346048,524287,432470
31.8,404353,346117,524287,432592
31.82,404331,346159,524287,432657
31.84,404426,346107,524287,432737
31.86,404470,346098,524287,432811
31.88,404531,346188,524287,432878
31.9,404577,346200,524287,432946
31.92,404637,346241,524287,433031
31.94,404705,346228,524287,433150
31.96,404641,346244,524287,433209
31.98,404723,346223,524287,433237
32,404746,346306,524287,433357
32.02,404817,346327,524287,433459
32.04,404871,346322,524287,433535
32.06,404854,346390,524287,433635
32.08,404971,346382,524287,433735
32.1,405063,346435,524287,433851
32.12,405151,346479,524287,434016
32.14,405332,346545,524287,434114
32.16,405448,346537,524287,434276
32.18,405534,346637,524287,434424
32.2,405725,346643,524287,434543
32.22,405782,346745,524287,434736
32.24,405948,346745,524287,434893
32.26,406044,346835,524287,435068
32.28,406205,346921,524287,435261
32.3,406216,346916,524287,435384
32.32,405824,346697,524287,435394
32.34,405027,346296,524287,435149
32.36,404120,345738,524287,434477
32.38,403314,345349,524287,433427
32.4,402752,345096,524287,432318
32.42,402339,344917,524287,431234
32.44,402131,344748,524287,430351
32.46,402011,344734,524287,429678
32.48,401912,344731,524287,429064
32.5,401840,344708,524287,428593
32.52,401821,344708,524287,428294
32.54,401862,344721,524287,428000
32.56,401843,344725,524287,427868
32.58,401814,344734,524287,427718
32.6,401713,344706,524287,427480
32.62,401665,344580,524287,427254
32.64,401537,344550,524287,427039
32.66,401470,344526,524287,426864
32.68,401438,344543,524287,426623
32.7,401487,344569,524287,426528
32.72,401510,344573,524287,426432
32.74,401643,344658,524287,426420
32.76,401723,344652,524287,426439
32.78,401796,344719,524287,426483
32.8,401875,344738,524287,426558
32.82,402064,344841,524287,426660
32.84,402186,344841,524287,426784
32.86,402331,344931,524287,426931
32.88,402463,344991,524287,427017
32.9,402562,344966,524287,427181
32.92,402669,345073,524287,427320
32.94,402804,345124,524287,427523
32.96,402917,345138,524287,427701
32.98,403023,345202,524287,427839
33,403218,345262,524287,428057
33.02,403368,345358,524287,428201
33.04,403468,345401,524287,428479
33.06,403596,345460,524287,428697
33.08,403719,345526,524287,428888
33.1,403920,345574,524287,429111
33.12,404040,345598,524287,429312
33.14,404148,345710,524287,429519
33.16,404260,345718,524287,429770
33.18,404349,345754,524287,429988
33.2,404452,345816,524287,430143
33.22,404601,345905,524287,430387
33.24,404733,345945,524287,430610
33.26,404841,346032,524287,430841
33.28,405013,346072,524287,431038
33.3,405146,346127,524287,431308
33.32,405296,346176,524287,431507
33.34,405208,346128,524287,431700
33.36,404637,345779,524287,431678
33.38,403861,345332,524287,431356
33.4,403021,344905,524287,430694
33.42,402458,344632,524287,429870
33.44,402152,344504,524287,429149
33.46,402014,344453,524287,428556
33.48,401993,344516,524287,428171
33.5,401988,344484,524287,427818
33.52,402052,344469,524287,427597
33.54,402154,344503,524287,427470
33.56,402190,344552,524287,427472
33.58,402380,344631,524287,427456
33.6,402439,344668,524287,427512
33.62,402451,344686,524287,427523
33.64,402386,344620,524287,427495
33.66,402230,344629,524287,427413
33.68,402212,344586,524287,427328
33.7,402269,344557,524287,427313
33.72,402307,344578,524287,427296
33.74,402402,344637,524287,427348
33.76,402475,344692,524287,427396
33.78,402654,344754,524287,427570
33.8,402869,344871,524287,427731
33.82,403078,344972,524287,427942
33.84,403250,345060,524287,428163
33.86,403357,345127,524287,428295
33.88,403536,345191,524287,428572
33.9,403686,345278,524287,428762
33.92,403818,345321,524287,429013
33.94,403940,345382,524287,429229
33.96,404067,345441,524287,429457
33.98,404201,345517,524287,429650
34,404366,345577,524287,429846
34.02,404426,345613,524287,430076
34.04,404529,345614,524287,430225
34.06,404615,345658,524287,430435
34.08,404805,345793,524287,430686
34.1,405053,345873,524287,430906
34.12,405231,345967,524287,431156
34.14,405307,345996,524287,431335
34.16,405418,346030,524287,431583
34.18,405515,346117,524287,431753
34.2,405727,346188,524287,432011
34.22,405894,346277,524287,432222
34.24,406052,346322,524287,432391
34.26,406183,346427,524287,432642
34.28,406243,346433,524287,432818
34.3,406373,346452,524287,433073
34.32,406453,346581,524287,433269
34.34,406477,346504,524287,433424
34.36,405997,346258,524287,433478
34.38,405304,345806,524287,433438
34.4,404511,345445,524287,433054
34.42,404067,345139,524287,432696
34.44,403703,344973,524287,432296
34.46,403528,344905,524287,431937
34.48,403446,344888,524287,431677
34.5,403503,344912,524287,431466
34.52,403631,344982,524287,431397
34.54,403838,345105,524287,431415
34.56,404012,345244,524287,431547
34.58,404230,345333,524287,431625
34.6,404376,345419,524287,431872
34.62,404386,345374,524287,431937
34.64,404367,345336,524287,432020
34.66,404239,345323,524287,432011
34.68,404116,345236,524287,432004
34.7,404026,345197,524287,431920
34.72,404099,345161,524287,431939
34.74,404127,345199,524287,432062
34.76,404345,345326,524287,432095
34.78,404463,345376,524287,432184
34.8,404555,345482,524287,432312
34.82,404636,345484,524287,432403
34.84,404797,345576,524287,432590
34.86,404977,345631,524287,432841
34.88,405109,345759,524287,432987
34.9,405294,345783,524287,433258
34.92,405397,345861,524287,433398
34.94,405546,345924,524287,433590
34.96,405642,346023,524287,433800
