Time,IR,Red,Green,Blue
34.98,405686,346031,524287,433961
35,405776,346074,524287,434122
35.02,405850,346120,524287,434296
35.04,405934,346142,524287,434381
35.06,406007,346138,524287,434552
35.08,406115,346238,524287,434763
35.1,406188,346303,524287,434958
35.12,406295,346313,524287,435119
35.14,406341,346311,524287,435256
35.16,406450,346379,524287,435421
35.18,406578,346429,524287,435562
35.2,406703,346524,524287,435798
35.22,406799,346541,524287,435985
35.24,406903,346680,524287,436135
35.26,406998,346628,524287,436305
35.28,406954,346587,524287,436436
35.3,406603,346350,524287,436421
35.32,405962,346032,524287,436333
35.34,405046,345527,524287,435955
35.36,404228,345071,524287,435437
35.38,403742,344839,524287,434795
35.4,403489,344814,524287,434263
35.42,403418,344735,524287,433772
35.44,403309,344729,524287,433440
35.46,403250,344669,524287,433124
35.48,403259,344707,524287,432917
35.5,403411,344792,524287,432834
35.52,403487,344809,524287,432766
35.54,403625,344846,524287,432769
35.56,403595,344917,524287,432768
35.58,403544,344823,524287,432780
35.6,403445,344805,524287,432630
35.62,403371,344777,524287,432577
35.64,403244,344719,524287,432473
35.66,403295,344708,524287,432364
35.68,403322,344678,524287,432271
35.7,403321,344763,524287,432308
35.72,403403,344784,524287,432283
35.74,403426,344785,524287,432348
35.76,403528,344829,524287,432367
35.78,403590,344873,524287,432459
35.8,403771,344945,524287,432636
35.82,403877,345065,524287,432700
35.84,403944,345008,524287,432798
35.86,404010,345055,524287,432941
35.88,404059,345108,524287,433030
35.9,404186,345153,524287,433167
35.92,404217,345202,524287,433299
35.94,404272,345159,524287,433430
35.96,404307,345232,524287,433561
35.98,404431,345272,524287,433664
36,404485,345324,524287,433778
36.02,404580,345358,524287,433928
36.04,404661,345406,524287,434066
36.06,404682,345401,524287,434216
36.08,404769,345427,524287,434380
36.1,404827,345489,524287,434519
36.12,404919,345542,524287,434706
36.14,405067,345570,524287,434802
36.16,405168,345617,524287,434922
36.18,405230,345655,524287,435076
36.2,404907,345484,524287,435148
36.22,404372,345146,524287,435044
36.24,403540,344687,524287,434603
36.26,402831,344348,524287,433981
36.28,402333,344080,524287,433224
36.3,402046,343963,524287,432443
36.32,401862,343901,524287,431861
36.34,401837,343866,524287,431416
36.36,401859,343898,524287,431075
36.38,401849,343894,524287,430909
36.4,401954,343988,524287,430800
36.42,402071,344050,524287,430744
36.44,402171,344113,524287,430735
36.46,402234,344114,524287,430742
36.48,402259,344084,524287,430774
36.5,402019,343992,524287,430695
36.52,401887,343929,524287,430532
36.54,401825,343843,524287,430395
36.56,401829,343863,524287,430296
36.58,401825,343867,524287,430242
36.6,401843,343893,524287,430206
36.62,401905,343958,524287,430190
36.64,402045,344016,524287,430323
36.66,402217,344041,524287,430411
36.68,402210,344074,524287,430555
36.7,402414,344156,524287,430710
36.72,402597,344222,524287,430826
36.74,402767,344328,524287,431047
36.76,402857,344370,524287,431164
36.78,402980,344399,524287,431392
36.8,403113,344505,524287,431593
36.82,403350,344644,524287,431764
36.84,403524,344720,524287,431991
36.86,403642,344745,524287,432207
36.88,403778,344794,524287,432403
36.9,403911,344896,524287,432608
36.92,404029,344962,524287,432790
36.94,404168,345058,524287,432961
36.96,404349,345053,524287,433124
36.98,404453,345134,524287,433366
37,404598,345164,524287,433530
37.02,404756,345229,524287,433759
37.04,404812,345298,524287,433893
37.06,404800,345300,524287,434171
37.08,404537,345060,524287,434228
37.1,403938,344742,524287,434038
37.12,403077,344269,524287,433679
37.14,402348,343919,524287,433053
37.16,401855,343668,524287,432305
37.18,401613,343614,524287,431627
37.2,401497,343547,524287,431120
37.22,401448,343531,524287,430793
37.24,401474,343594,524287,430539
37.26,401604,343601,524287,430395
37.28,401723,343712,524287,430399
37.3,401905,343773,524287,430407
37.32,401982,343822,524287,430491
37.34,402035,343861,524287,430544
37.36,402040,343846,524287,430552
37.38,401978,343820,524287,430521
37.4,401859,343734,524287,430514
37.42,401818,343713,524287,430426
37.44,401799,343720,524287,430387
37.46,401849,343783,524287,430421
37.48,401870,343766,524287,430448
37.5,401939,343763,524287,430520
37.52,402050,343856,524287,430634
37.54,402216,343915,524287,430799
37.56,402423,344032,524287,430916
37.58,402432,344053,524287,431104
37.6,402483,344095,524287,431209
37.62,402538,344155,524287,431344
37.64,402589,344100,524287,431522
37.66,402636,344160,524287,431668
37.68,402807,344234,524287,431742
37.7,402894,344255,524287,431868
37.72,402974,344305,524287,432042
37.74,402950,344272,524287,432183
37.76,402972,344341,524287,432278
37.78,403068,344332,524287,432407
37.8,403128,344340,524287,432519
37.82,403176,344422,524287,432607
37.84,403214,344403,524287,432735
37.86,403355,344459,524287,432889
37.88,403440,344500,524287,432971
37.9,403439,344539,524287,433129
37.92,403252,344329,524287,433184
37.94,402835,344134,524287,433078
37.96,402237,343828,524287,432715
37.98,401584,343494,524287,432010
38,401027,343235,524287,431253
38.02,400640,343002,524287,430374
38.04,400424,342942,524287,429614
38.06,400316,342877,524287,429052
38.08,400236,342884,524287,428633
38.1,400257,342858,524287,428329
38.12,400359,342903,524287,428140
38.14,400425,343010,524287,428116
38.16,400530,343019,524287,428095
38.18,400480,342971,524287,428086
38.2,400395,342915,524287,428002
38.22,400245,342882,524287,427805
38.24,400168,342804,524287,427590
38.26,399991,342718,524287,427428
38.28,399912,342690,524287,427172
38.3,399864,342673,524287,426987
38.32,399884,342709,524287,426849
38.34,399929,342675,524287,426787
38.36,399924,342706,524287,426767
38.38,400021,342748,524287,426721
38.4,400029,342762,524287,426747
38.42,400074,342812,524287,426773
38.44,400129,342818,524287,426824
38.46,400150,342835,524287,426927
38.48,400194,342853,524287,426953
38.5,400273,342899,524287,426989
38.52,400350,342893,524287,427029
38.54,400312,342922,524287,427046
38.56,400386,342868,524287,427074
38.58,400388,342927,524287,427209
38.6,400464,342893,524287,427173
38.62,400583,343013,524287,427243
38.64,400611,343024,524287,427363
38.66,400660,343101,524287,427469
38.68,400799,343055,524287,427560
38.7,400860,343120,524287,427681
38.72,400915,343157,524287,427801
38.74,400941,343110,524287,427903
38.76,400748,343045,524287,427878
38.78,400232,342757,524287,427582
38.8,399454,342326,524287,426817
38.82,398625,341916,524287,425528
38.84,397874,341595,524287,423902
38.86,397239,341305,524287,422345
38.88,396804,341037,524287,420779
38.9,396501,340953,524287,419623
38.92,396204,340874,524287,418632
38.94,396071,340775,524287,418015
38.96,396006,340781,524287,417511
38.98,396026,340823,524287,417196
39,396043,340828,524287,416975
39.02,396025,340791,524287,416749
39.04,395948,340773,524287,416530
39.06,395768,340636,524287,416259
39.08,395616,340601,524287,415832
39.1,395574,340520,524287,415428
39.12,395504,340585,524287,415171
39.14,395482,340541,524287,414859
39.16,395511,340537,524287,414722
39.18,395615,340621,524287,414591
39.2,395723,340613,524287,414642
39.22,395872,340688,524287,414668
39.24,395964,340787,524287,414745
39.26,396110,340796,524287,414893
39.28,396261,340904,524287,415012
39.3,396328,340866,524287,415095
39.32,396444,340960,524287,415223
39.34,396540,340961,524287,415285
39.36,396653,340999,524287,415376
39.38,396702,341049,524287,415492
39.4,396784,341024,524287,415501
39.42,396867,341088,524287,415547
39.44,397002,341084,524287,415660
39.46,397063,341144,524287,415800
39.48,397123,341190,524287,415913
39.5,397283,341239,524287,416055
39.52,397343,341285,524287,416193
39.54,397465,341366,524287,416340
39.56,397574,341396,524287,416519
39.58,397710,341460,524287,416726
39.6,397750,341426,524287,416896
39.62,397526,341334,524287,416831
39.64,397012,341013,524287,416448
39.66,396087,340551,524287,415366
39.68,395129,340038,524287,413565
39.7,394063,339474,524287,411405
39.72,393323,339154,524287,409228
39.74,392639,338886,524287,407265
39.76,392116,338678,524287,405518
39.78,391712,338498,523807,403976
39.8,391452,338435,521804,402820
39.82,391392,338388,520353,401986
39.84,391306,338377,519389,401483
39.86,391314,338361,518786,401077
39.88,391262,338316,518147,400610
39.9,391095,338310,517216,400104
39.92,390915,338178,516262,399504
39.94,390713,338097,515129,398814
39.96,390620,337989,514012,398115
39.98,390525,337983,512955,397450
40,390566,337953,512235,397030
40.02,390614,337966,511842,396718
40.04,390748,338035,511705,396549
40.06,390920,338113,511711,396527
40.08,391096,338167,511895,396547
40.1,391268,338295,512263,396634
40.12,391522,338305,512624,396767
40.14,391753,338393,513012,396934
40.16,391865,338496,513379,397104
40.18,392075,338546,513804,397243
40.2,392237,338585,514237,397437
40.22,392370,338660,514659,397612
40.24,392466,338730,514974,397747
40.26,392602,338756,515177,397847
40.28,392664,338821,515502,398012
40.3,392823,338897,515927,398200
40.32,392958,338932,516362,398385
40.34,393100,338978,516784,398571
40.36,393234,339019,517173,398758
40.38,393332,339103,517547,398932
40.4,393437,339156,518033,399097
40.42,393575,339203,518510,399404
40.44,393723,339297,519044,399637
40.46,393882,339362,519564,399885
40.48,394047,339423,520253,400223
40.5,394217,339488,520820,400506
40.52,394382,339593,521394,400748
40.54,394532,339664,521922,401071
40.56,394278,339497,522029,401088
40.58,393565,339126,521095,400648
40.6,392389,338582,518251,399153
40.62,391192,338008,513913,396800
40.64,390027,337557,508828,394048
40.66,388965,337137,503924,391387
40.68,388140,336814,499594,388962
40.7,387523,336586,496204,386924
40.72,387067,336389,493374,385267
40.74,386745,336263,491097,383862
40.76,386576,336299,489600,382872
40.78,386633,336275,488795,382301
40.8,386638,336318,488225,381890
40.82,386687,336297,487613,381439
40.84,386619,336207,486646,380938
40.86,386511,336115,485744,380298
40.88,386346,336057,484708,379652
40.9,386334,336005,483891,379049
40.92,386334,335968,483290,378629
40.94,386403,336057,483023,378320
40.96,386607,336079,482960,378198
40.98,386813,336181,483206,378276
41,387041,336325,483599,378407
41.02,387373,336420,484305,378686
41.04,387683,336554,485020,379028
41.06,387980,336643,485872,379484
41.08,388230,336774,486619,379821
41.1,388504,336868,487396,380194
41.12,388727,337007,488192,380591
41.14,388990,337086,489080,381078
41.16,389193,337232,490027,381528
41.18,389469,337331,490903,381965
41.2,389678,337409,491822,382449
41.22,389909,337545,492715,382950
41.24,390181,337679,493690,383380
41.26,390412,337767,494679,383941
41.28,390652,337894,495615,384444
41.3,390887,338060,496603,384916
41.32,391191,338146,497614,385473
41.34,391429,338242,498617,386043
41.36,391679,338390,499765,386598
41.38,391954,338525,500804,387177
41.4,392207,338622,501897,387730
41.42,392493,338768,502900,388264
41.44,392720,338881,504185,388841
41.46,392990,339028,505417,389426
41.48,393213,339112,506499,389980
41.5,393430,339250,507566,390567
41.52,393715,339361,508617,391102
41.54,393917,339469,509729,391657
41.56,394091,339526,510800,392206
41.58,393861,339361,511428,392595
41.6,393177,339056,511324,392598
41.62,392156,338483,509803,391841
41.64,391131,337996,507034,390425
41.66,390199,337607,503671,388643
41.68,389468,337268,500245,386838
41.7,388870,337106,497340,385251
41.72,388484,336930,495053,383978
41.74,388144,336854,493268,382992
41.76,387995,336847,492165,382381
41.78,388032,336861,491566,382036
41.8,388086,336932,491643,381971
41.82,388236,336997,491795,382047
41.84,388360,336998,491923,382109
41.86,388382,337010,492000,382129
41.88,388352,336974,491959,382052
41.9,388304,337005,491963,382044
41.92,388413,337003,491819,381965
41.94,388487,337026,491894,382004
41.96,388651,337088,492169,382069
41.98,388824,337216,492673,382296
42,388968,337297,493221,382599
42.02,389179,337372,493941,382941
42.04,389439,337485,494542,383353
42.06,389697,337699,495414,383707
42.08,389930,337731,496175,384149
42.1,390096,337841,496921,384518
42.12,390277,337917,497619,384936
42.14,390448,337974,498346,385313
42.16,390620,338059,499108,385643
42.18,390798,338130,499845,386055
42.2,390987,338193,500511,386422
42.22,391217,338315,501183,386821
42.24,391394,338378,502000,387234
42.26,391515,338427,502809,387615
42.28,391686,338564,503528,388026
42.3,391810,338630,504182,388422
42.32,392061,338693,505001,388789
42.34,392244,338785,505775,389224
42.36,392385,338878,506583,389612
42.38,392595,338962,507391,390078
42.4,392739,339073,508201,390513
42.42,392936,339152,509048,390955
42.44,393127,339190,509886,391443
42.46,393299,339333,510742,391903
42.48,393420,339392,511686,392356
42.5,393582,339464,512452,392769
42.52,393808,339530,513183,393205
42.54,393939,339605,513866,393618
42.56,394045,339682,514603,393973
42.58,393900,339543,515006,394252
42.6,393391,339290,514941,394262
42.62,392634,338880,513984,393817
42.64,391946,338517,512339,392960
42.66,391351,338207,510245,391948
42.68,390947,338100,508268,390913
42.7,390577,337994,506533,389979
42.72,390465,337893,505224,389336
42.74,390376,337894,504453,388901
42.76,390359,337920,504129,388691
42.78,390414,337944,504101,388691
42.8,390564,338088,504330,388768
42.82,390709,338083,504541,388921
42.84,390723,338092,504883,389061
42.86,390647,338071,504964,389168
42.88,390598,338075,504978,389174
42.9,390570,338010,504825,389091
42.92,390592,338001,504779,389038
42.94,390573,338045,504842,389047
42.96,390683,338086,504951,389124
42.98,390831,338112,505216,389298
43,390938,338161,505585,389453
43.02,391134,338266,506113,389747
43.04,391435,338420,506812,390101
43.06,391621,338513,507524,390481
43.08,391855,338580,508194,390854
43.1,391962,338662,508835,391193
43.12,392189,338747,509447,391499
43.14,392331,338848,510104,391865
43.16,392516,338918,510814,392222
43.18,392668,338968,511515,392579
43.2,392796,338972,512150,392960
43.22,392945,339079,512819,393291
43.24,393088,339141,513465,393721
43.26,393238,339230,514155,394051
43.28,393320,339261,514809,394385
43.3,393461,339332,515484,394743
43.32,393640,339447,516093,395110
43.34,393767,339471,516735,395450
43.36,393933,339549,517394,395781
43.38,394062,339619,517995,396086
43.4,394148,339675,518648,396442
43.42,394247,339728,519286,396792
43.44,394474,339811,520190,397147
43.46,394554,339783,521246,397579
43.48,394381,339696,521632,397810
43.5,393886,339443,521488,397760
43.52,393149,339037,520526,397320
43.54,392338,338665,518627,396415
43.56,391664,338353,516289,395225
43.58,391141,338115,513944,394065
43.6,390752,337945,511777,392881
43.62,390497,337885,510044,392007
43.64,390310,337821,508691,391291
43.66,390209,337818,507786,390806
43.68,390202,337813,507343,390560
43.7,390276,337847,507135,390437
43.72,390295,337828,507127,390385
43.74,390294,337896,507024,390370
43.76,390292,337849,506914,390351
43.78,390151,337806,506748,390180
43.8,390044,337762,506397,389981
43.82,389954,337682,506010,389749
43.84,389916,337685,505543,389589
43.86,389889,337632,505415,389459
43.88,389947,337695,505306,389343
43.9,390026,337728,505294,389380
43.92,390142,337777,505393,389416
43.94,390305,337847,505761,389592
43.96,390416,337884,506126,389788
43.98,390603,338004,506618,390017
44,390729,338077,507202,390311
44.02,390931,338167,507781,390597
44.04,391119,338173,508229,390849
44.06,391237,338246,508685,391115
44.08,391327,338270,509103,391312
44.1,391480,338329,509627,391603
44.12,391575,338386,510195,391843
44.14,391617,338430,510746,392153
44.16,391788,338478,511099,392330
44.18,391865,338526,511499,392596
44.2,391981,338615,512099,392862
44.22,392042,338641,512509,393113
44.24,392201,338686,512926,393343
44.26,392322,338736,513495,393606
44.28,392420,338860,514001,393884
44.3,392554,338876,514473,394194
44.32,392645,338930,514922,394437
44.34,392731,338946,515525,394773
44.36,392658,338926,515765,394948
44.38,392177,338630,515454,394765
44.4,391211,338130,513740,393933
44.42,390108,337588,510434,392151
44.44,388952,337083,506049,389865
44.46,387874,336579,501033,387245
44.48,386949,336260,496510,384747
44.5,386215,335916,492560,382460
44.52,385634,335689,489129,380478
44.54,385159,335515,486153,378819
44.56,384929,335396,483947,377480
44.58,384824,335393,482575,376534
44.6,384810,335391,481622,375924
44.62,384803,335382,480897,375337
44.64,384788,335326,479975,374750
44.66,384694,335254,478983,374085
44.68,384539,335182,477960,373414
44.7,384456,335116,477006,372767
44.72,384359,335034,476116,372057
44.74,384306,335073,475319,371501
44.76,384403,335157,474708,371101
44.78,384531,335115,474422,370791
44.8,384702,335181,474413,370732
44.82,384906,335223,474652,370774
44.84,385100,335386,474987,370919
44.86,385332,335498,475380,371100
44.88,385519,335521,475931,371285
44.9,385726,335633,476442,371553
44.92,385953,335727,477031,371819
44.94,386116,335803,477583,372095
44.96,386327,335886,478195,372429
44.98,386525,335992,478828,372777
45,386678,336071,479501,373105
45.02,386900,336109,480096,373360
45.04,387081,336192,480644,373681
45.06,387256,336293,481334,374037
45.08,387472,336403,482127,374430
45.1,387664,336528,482854,374810
45.12,387871,336560,483659,375292
45.14,388090,336671,484324,375636
45.16,388261,336792,485121,376107
45.18,388485,336877,485946,376531
45.2,388724,337048,486812,376995
45.22,388872,337075,487696,377447
45.24,389084,337152,488578,377946
45.26,389102,337136,489253,378326
45.28,388739,336916,489251,378393
45.3,387962,336516,488109,377771
45.32,386822,335964,485207,376159
45.34,385656,335456,481117,373855
45.36,384558,334969,476602,371312
45.38,383636,334588,472552,368937
45.4,382931,334298,468850,366831
45.42,382413,334088,465943,365056
45.44,382051,333940,463665,363600
45.46,381850,333892,461897,362436
45.48,381755,333886,460894,361743
45.5,381828,333933,460436,361384
45.52,381918,333950,460149,361113
45.54,382022,333966,459832,360819
45.56,382008,333932,459295,360443
45.58,381931,333857,458696,360009
45.6,381826,333815,458051,359539
45.62,381751,333787,457500,359111
45.64,381827,333830,457098,358848
45.66,381880,333936,456919,358709
45.68,382100,333987,457122,358687
45.7,382371,334097,457568,358917
45.72,382668,334237,458326,359219
45.74,382898,334342,459132,359714
45.76,383209,334458,460008,360173
45.78,383505,334605,460895,360660
45.8,383829,334783,461984,361224
45.82,384141,334914,463127,361786
45.84,384413,335068,464263,362470
45.86,384657,335156,465407,363095
45.88,384934,335335,466544,363696
45.9,385169,335441,467635,364332
45.92,385395,335537,468623,364880
45.94,385658,335680,469686,365451
45.96,385891,335796,470791,366097
45.98,386083,335893,471964,366733
46,386267,335994,472998,367353
46.02,386483,336152,473998,367969
46.04,386716,336277,475062,368475
46.06,386949,336337,476031,369099
46.08,387187,336466,477124,369730
46.1,387481,336650,478313,370405
46.12,387677,336741,479511,371045
46.14,387978,336873,480709,371713
46.16,388132,336954,481843,372388
46.18,387996,336819,482553,372811
46.2,387417,336512,482475,372826
46.22,386566,336104,481095,372077
46.24,385594,335669,478527,370660
46.26,384661,335249,475430,368960
46.28,383958,334908,472438,367232
46.3,383394,334758,469973,365820
46.32,383001,334626,468181,364718
46.34,382783,334572,466907,363959
46.36,382765,334539,466325,363593
46.38,382861,334620,466231,363460
46.4,383103,334723,466627,363643
46.42,383320,334857,467060,363887
46.44,383485,334944,467626,364123
46.46,383560,334958,468113,364360
46.48,383620,334995,468375,364541
46.5,383633,334967,468587,364572
46.52,383590,334983,468686,364656
46.54,383625,335022,468825,364738
46.56,383816,335145,469117,364882
46.58,384052,335173,469558,365093
46.6,384235,335324,470321,365496
46.62,384509,335414,471096,365966
46.64,384711,335561,471993,366443
46.66,385004,335657,472937,366982
46.68,385245,335798,473852,367439
46.7,385460,335869,474791,368002
46.72,385665,335945,475620,368476
46.74,385889,336113,476520,368979
46.76,386085,336229,477367,369462
46.78,386266,336286,478249,369967
46.8,386435,336345,479048,370441
46.82,386579,336447,479970,370933
46.84,386702,336533,480781,371419
46.86,386892,336635,481548,371913
46.88,387014,336657,482322,372317
46.9,387219,336768,483120,372795
46.92,387366,336870,484002,373287
46.94,387581,336927,484848,373784
46.96,387769,337012,485746,374334
46.98,387918,337159,486686,374842
47,388176,337243,487837,375337
47.02,388350,337277,488841,375883
47.04,388211,337238,489444,376194
47.06,387878,337040,489499,376256
47.08,387260,336728,488981,376015
47.1,386569,336377,487620,375312
47.12,386120,336152,486004,374442
47.14,385699,336023,484501,373608
47.16,385370,335889,482887,372709
47.18,385349,335922,482422,372475
47.2,385434,335984,482456,372427
47.22,385616,336112,482856,372641
47.24,385950,336255,483514,373044
47.26,386197,336380,484384,373479
47.28,386415,336490,485197,373941
47.3,386548,336535,485896,374361
47.32,386539,336546,486445,374656
47.34,386588,336595,486841,374832
47.36,386638,336525,487194,375042
47.38,386731,336593,487640,375321
47.4,386814,336641,488097,375575
47.42,387014,336758,488733,375922
47.44,387136,336837,489370,376304
47.46,387442,336948,490139,376733
47.48,387703,337141,491039,377250
47.5,387984,337248,491942,377740
47.52,388198,337372,492829,378297
47.54,388411,337428,493720,378729
47.56,388548,337535,494558,379229
47.58,388852,337645,495509,379753
47.6,389046,337810,496481,380237
47.62,389261,337861,497429,380784
47.64,389390,337972,498235,381291
47.66,389601,338000,499060,381744
47.68,389783,338134,499878,382262
47.7,389941,338172,500778,382722
47.72,390100,338333,501543,383156
47.74,390260,338362,502307,383623
47.76,390402,338447,503026,384020
47.78,390516,338457,503774,384421
47.8,390630,338499,504849,384803
47.82,390495,338434,505468,385128
47.84,390090,338193,505385,385194
47.86,389302,337758,504437,384842
47.88,388281,337270,502367,383744
47.9,387296,336778,499347,382186
47.92,386344,336382,496057,380460
47.94,385639,336068,492816,378712
47.96,385017,335820,489908,377151
47.98,384639,335645,487495,375817
48,384345,335554,485609,374845
48.02,384209,335515,484512,374227
48.04,384246,335555,483991,373877
48.06,384336,335612,483844,373741
48.08,384424,335683,483815,373678
48.1,384482,335677,483766,373672
48.12,384500,335689,483639,373538
48.14,384446,335635,483188,373345
48.16,384295,335605,482749,373060
48.18,384235,335569,482366,372831
48.2,384327,335541,482136,372667
48.22,384372,335568,482069,372620
48.24,384515,335682,482208,372682
48.26,384622,335745,482519,372850
48.28,384890,335878,482974,373121
48.3,385124,335998,483551,373443
48.32,385376,336118,484240,373785
48.34,385587,336194,484900,374156
48.36,385834,336308,485592,374564
48.38,386017,336370,486280,374938
48.4,386227,336473,486915,375264
48.42,386425,336565,487638,375742
48.44,386673,336677,488437,376149
48.46,386783,336750,489117,376519
48.48,386971,336841,489794,376986
48.5,387173,336938,490568,377362
48.52,387332,337017,491297,377806
48.54,387555,337137,492100,378304
48.56,387743,337242,492919,378735
48.58,387941,337272,493616,379148
48.6,388131,337400,494395,379610
48.62,388155,337379,495031,380022
48.64,387942,337227,495301,380175
48.66,387217,336851,494522,379827
48.68,386203,336372,492419,378793
48.7,385100,335814,489256,377131
48.72,384110,335325,485521,375125
48.74,383177,334925,481813,373119
48.76,382518,334670,478600,371298
48.78,381972,334480,476075,369855
48.8,381635,334351,474166,368737
48.82,381466,334300,472827,367966
48.84,381573,334402,472113,367465
48.86,381700,334447,471799,367239
48.88,381918,334479,471746,367109
48.9,382030,334544,471779,367111
48.92,382035,334555,471702,366998
48.94,382054,334460,471460,366905
48.96,381969,334479,471154,366684
48.98,382057,334454,470728,366506
49,382052,334544,470544,366430
49.02,382273,334589,470740,366474
49.04,382447,334689,471075,366657
49.06,382733,334796,471599,366931
49.08,383084,335038,472408,367380
49.1,383426,335168,473342,367908
49.12,383869,335378,474424,368487
49.14,384168,335495,475600,369059
49.16,384486,335671,476664,369692
49.18,384823,335842,477725,370306
49.2,385122,335974,478817,370921
49.22,385416,336120,479922,371500
49.24,385765,336197,481085,372213
49.26,386092,336401,482185,372783
49.28,386297,336466,483303,373449
49.3,386505,336611,484276,374009
49.32,386726,336722,485266,374570
49.34,386991,336849,486370,375175
49.36,387260,336954,487617,375781
49.38,387470,337089,488982,376412
49.4,387744,337158,490045,377034
49.42,387959,337297,491077,377622
49.44,388190,337427,492155,378191
49.46,388349,337518,493334,378778
49.48,388328,337479,494190,379306
49.5,387857,337178,494428,379521
49.52,386899,336665,493472,379130
49.54,385748,336095,491183,377962
49.56,384658,335670,487834,376286
49.58,383732,335173,484244,374436
49.6,382917,334822,480835,372593
49.62,382298,334607,478049,371051
49.64,381875,334442,475843,369810
49.66,381636,334369,474216,368827
49.68,381529,334340,473143,368226
49.7,381670,334412,472821,367977
49.72,381831,334498,472779,367894
49.74,382010,334583,472928,367957
49.76,382054,334547,472991,367954
49.78,382068,334591,472866,367896
49.8,382081,334573,472738,367816
49.82,382070,334536,472594,367706
49.84,382130,334613,472523,367628
49.86,382257,334631,472567,367656
49.88,382429,334708,472816,367798
49.9,382654,334902,473168,368004
49.92,382981,335039,473916,368337
49.94,383241,335164,474712,368797
49.96,383594,335290,475741,369322
49.98,383956,335498,476820,369904
50,384194,335577,477880,370456
50.02,384476,335749,478939,371012
50.04,384867,335892,479994,371616
50.06,385053,336056,481042,372234
50.08,385343,336195,482182,372818
50.1,385564,336307,483376,373468
50.12,385822,336395,484496,374071
50.14,386088,336511,485494,374666
50.16,386294,336650,486469,375216
50.18,386491,336735,487413,375714
50.2,386736,336816,488416,376306
50.22,386919,336947,489549,376885
50.24,387155,337031,490541,377456
50.26,387417,337189,491551,378035
50.28,387641,337274,492493,378575
50.3,387849,337368,493520,379155
50.32,388116,337502,494561,379705
50.34,388243,337599,495464,380243
50.36,388098,337465,496167,380561
50.38,387434,337102,495991,380626
50.4,386466,336608,494862,380048
50.42,385517,336124,492587,378960
50.44,384638,335693,489754,377584
50.46,383931,335410,486888,375983
50.48,383311,335138,484157,374568
50.5,382903,334987,481936,373373
50.52,382594,334894,480325,372511
50.54,382503,334860,479441,371945
50.56,382617,334971,479149,371675
50.58,382796,335040,479083,371684
50.6,382949,335109,479162,371699
50.62,382993,335125,479182,371652
50.64,382946,335074,479028,371501
50.66,382853,335020,478677,371356
50.68,382755,334933,478219,371099
50.7,382709,334946,477805,370842
50.72,382718,334972,477334,370591
50.74,382822,335030,477230,370481
50.76,382951,335079,477308,370548
50.78,383126,335214,477659,370672
50.8,383365,335302,478184,370942
50.82,383604,335399,478800,371314
50.84,383814,335525,479476,371645
50.86,384060,335605,480102,371968
50.88,384228,335700,480836,372304
50.9,384389,335769,481508,372694
50.92,384587,335885,482203,373077
50.94,384806,335988,482808,373403
50.96,384901,336081,483493,373808
50.98,385086,336100,484155,374184
51,385236,336217,484828,374497
51.02,385421,336244,485432,374867
51.04,385591,336320,486088,375252
51.06,385758,336450,486803,375635
51.08,385894,336520,487491,376026
51.1,386107,336574,488097,376389
51.12,386302,336675,488897,376775
51.14,386553,336776,489755,377271
51.16,386685,336827,490577,377722
51.18,386875,336970,491279,378134
51.2,386973,336953,491885,378473
51.22,386808,336877,492277,378683
51.24,386293,336545,491912,378570
51.26,385282,335991,490253,377679
51.28,384217,335500,487358,376181
51.3,383074,334996,483500,374131
51.32,382044,334538,479421,371900
51.34,381197,334149,475472,369669
51.36,380485,333864,472032,367634
51.38,380022,333690,468871,365904
51.4,379607,333539,466527,364428
51.42,379471,333507,464882,363435
51.44,379513,333471,463823,362651
51.46,379515,333459,463011,362121
51.48,379487,333474,462315,361535
51.5,379347,333371,461232,360885
51.52,379096,333279,460041,360099
51.54,378879,333101,458735,359272
51.56,378728,333066,457525,358520
51.58,378633,333017,456560,357835
51.6,378651,333002,455909,357349
51.62,378765,333050,455656,357080
51.64,378918,333151,455724,357041
51.66,379163,333297,456028,357133
51.68,379436,333370,456429,357339
51.7,379726,333493,457053,357578
51.72,379998,333567,457725,357923
51.74,380251,333750,458400,358292
51.76,380506,333902,459116,358690
51.78,380766,333948,459910,359112
51.8,381055,334169,460824,359560
51.82,381344,334249,461678,359989
51.84,381520,334353,462504,360457
51.86,381701,334461,463303,360925
51.88,381931,334570,464160,361391
51.9,382169,334694,465038,361894
51.92,382356,334783,465908,362401
51.94,382609,334863,466733,362888
51.96,382755,335035,467701,363331
51.98,383050,335129,468525,363852
52,383253,335277,469454,364342
52.02,383440,335358,470390,364904
52.04,383607,335424,471280,365416
52.06,383859,335542,472107,365921
52.08,384039,335615,472963,366376
52.1,384237,335749,473923,366925
52.12,384441,335901,474893,367492
52.14,384424,335791,475682,367919
52.16,383852,335500,475566,367934
52.18,382754,334925,473629,366967
52.2,381302,334187,469838,364811
52.22,379681,333466,464530,361822
52.24,378160,332815,458575,358368
52.26,376827,332219,452844,354813
52.28,375792,331850,448014,351803
52.3,374984,331522,443882,349269
52.32,374521,331279,440401,346972
52.34,374178,331123,437521,345169
52.36,374192,331112,435845,343995
52.38,374252,331160,434773,343225
52.4,374326,331182,434114,342647
52.42,374281,331153,433260,342048
52.44,374198,331065,432038,341198
52.46,373912,330993,430659,340299
52.48,373721,330892,429152,339052
