Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38,X39,Y39,Flag39,X40,Y40,Flag40,X41,Y41,Flag41,X42,Y42,Flag42,X43,Y43,Flag43,X44,Y44,Flag44,X45,Y45,Flag45,X46,Y46,Flag46,X47,Y47,Flag47,X48,Y48,Flag48,X49,Y49,Flag49,X50,Y50,Flag50,X51,Y51,Flag51,X52,Y52,Flag52,X53,Y53,Flag53,X54,Y54,Flag54,X55,Y55,Flag55,X56,Y56,Flag56,X57,Y57,Flag57,X58,Y58,Flag58,X59,Y59,Flag59,X60,Y60,Flag60,X61,Y61,Flag61,X62,Y62,Flag62,X63,Y63,Flag63,X64,Y64,Flag64,X65,Y65,Flag65,X66,Y66,Flag66,X67,Y67,Flag67,X68,Y68,Flag68,X69,Y69,Flag69,X70,Y70,Flag70,X71,Y71,Flag71,X72,Y72,Flag72,X73,Y73,Flag73,X74,Y74,Flag74,X75,Y75,Flag75
Tracks 1 to 75
10,974.0,90.20588, ,584.15216,226.71739, , , , ,1390.0,326.5, ,958.1875,375.25, ,590.4231,461.96155, ,1028.1129,464.69354, ,481.693,538.6053, ,525.5,603.26, ,1308.0883,658.85297, ,315.5,830.5, ,328.38235,942.91174, ,730.0,1057.2273, ,617.6786,441.9643,*,591.5,770.5, , , , ,968.86365,538.8182, ,858.0,305.56668, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,976.32355,91.67647, ,587.5909,221.81818, , , , ,1391.6333,326.96667, ,964.0,375.5, ,587.98486,461.95456, ,1029.8667,466.33334, ,482.125,536.7143, ,526.6111,604.2037, ,1305.5,660.125, ,311.5,830.5, ,326.9375,943.375, ,731.75,1058.9, ,614.5,435.59375, ,589.0,770.5, , , , ,971.87036,538.5, ,855.0,305.16666, ,789.5,735.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,977.80304,86.77273, ,587.8158,227.28947, , , , ,1391.4375,335.375, ,967.3571,371.2143, ,589.0323,464.9516, ,1027.9688,468.1875, ,480.64,533.74, ,526.4032,605.629, ,1303.9,660.3, ,311.16666,829.8333, ,330.0,942.94446, ,731.08826,1058.8529, ,614.12067,433.5345, ,594.1,770.3, , , , ,972.9643,541.3571, ,860.69354,303.24194, ,789.5,737.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,978.4211,84.052635, ,589.2826,220.32608, , , , ,1391.0385,334.73077, ,967.0,370.5, ,590.54614,463.59232, ,1030.3125,467.96875, ,481.3889,537.1852, ,530.6852,605.0185, ,1305.375,663.5, ,314.5909,827.2273, ,330.6111,940.1111, ,734.2143,1057.4286, ,610.96875,432.125, ,596.5,771.119, , , , , , , ,858.91174,302.02942, ,794.05554,738.7222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,976.6818,86.833336, ,588.7727,220.36363, , , , ,1392.0,331.7857, ,971.2,373.1, ,590.18256,463.37302, ,1031.7333,469.1, ,482.2143,536.0893, ,530.14514,603.85486, ,1304.5,663.3182, ,313.125,825.375, ,330.85294,938.67645, ,734.0333,1056.6333, ,610.9545,434.13635, ,599.63635,767.5455, , , , , , , ,855.13336,303.86667, ,792.6818,741.7727, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,974.80304,84.71212, ,588.65,219.65, , , , ,1391.5,333.83334, ,967.7,371.9, ,589.0873,462.99207, ,1030.6562,464.84375, ,478.7037,534.87036, ,532.1667,604.8333, ,1307.5,666.5, ,311.26923,828.5769, ,329.76315,937.3947, ,733.3421,1057.1316, ,610.73334,434.2, ,597.2,766.3, , , , , , , ,857.0484,304.7903, ,790.875,746.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,975.09375,83.25, ,588.55,219.25, , , , ,1394.1666,337.83334, ,966.08826,368.61765, ,588.3305,461.3305, ,1031.7333,467.56668, ,475.75455,536.37274, ,526.3929,603.2143, ,1313.0,668.1667, ,315.61765,825.08826, ,334.77777,934.8889, ,730.85,1057.15, ,611.2,437.4, ,595.9545,765.6818, , , , , , , ,856.0455,308.25757, ,790.25,746.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,977.5323,85.01613, ,587.2143,217.30952, , , , ,1391.8572,338.64285, ,972.2826,370.41306, ,588.903,462.27612, ,1031.6724,471.01724, ,474.88297,535.5851, ,525.0926,603.5741, ,1316.5,666.9286, ,316.9762,825.8333, ,334.3421,933.2895, ,726.0,1052.9445, ,612.24286,435.84286, ,598.86365,772.5909, , , , , , , ,858.03125,309.34375, ,787.7857,746.7143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,979.3919,80.202705, ,585.7963,215.16667, , , , ,1391.8125,336.9375, ,972.3333,370.75, ,592.7679,460.25, ,1029.2,466.93332, ,475.44,536.6, ,526.4032,607.629, ,1313.5,661.5, ,317.22223,828.8889, ,332.8125,928.5625, ,723.23334,1052.2333, ,612.85297,434.05884, ,595.9211,775.5526, , , , , , , ,856.625,315.65625, ,789.4,745.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,979.0806,81.629036, ,582.9138,217.91379, , , , ,1389.4333,331.1, ,976.22,372.94, ,593.51886,460.38678, ,1026.0807,472.5, ,470.26785,539.0893, ,525.2778,609.2037, ,1313.8846,660.4231, ,322.0,826.94446, ,331.91177,924.85297, ,723.44446,1054.8889, ,618.0806,434.46774, ,597.32355,776.7353, , , , , , , ,861.64703,312.52942, ,785.9286,742.0714, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
