Débit,Dyn_avg,Sta_avg,Dyn_err,Sta_err
0.0,0.35642695155360793,0.3775049152353441,0.014135319815144026,0.015407893635424932
4.0,0.16877170122902016,0.37288046605739655,0.007572297811461435,0.017605617215286425
8.0,0.1559872611124185,0.3822145400937503,0.006431545380741076,0.017075816900661938
12.0,0.15251969654309055,0.3854743751788487,0.008117851296083525,0.015207092377734934
16.0,0.14886331582517104,0.3657081809802173,0.006754440659137044,0.01548287714486363
