Débit,Dyn_avg,Sta_avg,Dyn_err,Sta_err
0.0,0.35653886263828394,0.37821237006294944,0.01777566390238457,0.01640692579511305
4.0,0.16788097639180663,0.3750287016777832,0.007334701613197627,0.012614627666189655
8.0,0.1537558575464526,0.3793350148409643,0.006700234001517473,0.01420083851261439
12.0,0.14801895688420713,0.38423880085918494,0.006886845166517223,0.01606441776131198
16.0,0.14529094470377207,0.3687108880369122,0.0056680368164919856,0.01616519612317159
