Débit,Dyn_avg,Sta_avg,Dyn_err,Sta_err
0.0,0.3798919810388175,0.35826783793983225,0.0,0.0
4.0,0.1650348089247319,0.3757622428516866,0.0,0.0
8.0,0.16840195803585897,0.3933896751338268,0.0,0.0
12.0,0.15426680437933998,0.38958023016418863,0.0,0.0
16.0,0.1529905284999302,0.38061841178744044,0.0,0.0
